tokens,Original Sentence,Gold Sentence,Correction,Correct or Incorrect
28320,"Alinsunod sa isang batas noong 1921, pinapayagan lang ang abortion sa mga ka so ng rape o kapag may panganib sa buhay ng buntis.","Alinsunod sa isang batas noong 1921, pinapayagan lang ang abortion sa mga kaso ng rape o kapag may panganib sa buhay ng buntis.",merge_space,Incorrect
25004,"Hindi na umabot nang buhay sa pagamutan ang biktimang nakilalang si Romeo Crucillo Calingacion, residente ng Purok 169, Brgy. Silang Crossing East, Tagaytay City!","Hindi na umabot nang buhay sa pagamutan ang biktimang nakilalang si Romeo Crucillo Calingacion, residente ng Purok 169, Brgy. Silang Crossing East, Tagaytay City.",multiple_change_punc_period,Incorrect
39570,"Sa inisyal na ulat, alas-5:30 ng umaga kahapon ay didiligan ang biktima sa mga tanim na halaman sa arko ng kanilang barangay nang ito ay hintuan ng isa umanong itim na kotse at pinagbabaril.","Sa inisyal na ulat, alas-5:30 ng umaga kahapon ay nagdidilig ang biktima sa mga tanim na halaman sa arko ng kanilang barangay nang ito ay hintuan ng isa umanong itim na kotse at pinagbabaril.",transform_verb_compact,Incorrect
26221,Ang pangalawang short film ay kwento ng mag asawang Betchay at Albert na napilitang isara ang kanilang maliit na negosyo dahil sa community quarantine.,Ang pangalawang short film ay kwento ng mag-asawang Betchay at Albert na napilitang isara ang kanilang maliit na negosyo dahil sa community quarantine.,merge_hyphen,Incorrect
44620,"Sinundan ito ng tatlo pang babae, at inalis nila ang mga suot na blazer o coat na nakapatong sa kanilang black dress","Sinundan ito ng tatlo pang babae, at inalis nila ang mga suot na blazer o coat na nakapatong sa kanilang black dress.",add_punc_period,Incorrect
33456,"Kuwento pa niya, muntik na raw siyang hindi payagan ng mga magulang na ituloy ang proyekto dahil sa lock-in taping at ito din ang unang pagkakataon na malalayo siya nang matagal sa kanyang pamilya.","Kuwento pa niya, muntik na raw siyang hindi payagan ng mga magulang na ituloy ang proyekto dahil sa lock-in taping at ito rin ang unang pagkakataon na malalayo siya nang matagal sa kanyang pamilya.",replace_rin,Incorrect
44578,Ngayong nagbabalik na sa normal ang lahat ay muling magiging abala si Jericho Rosales sa show business,Ngayong nagbabalik na sa normal ang lahat ay muling magiging abala si Jericho Rosales sa show business.,add_punc_period,Incorrect
33077,"Support ako agad. pero sabi ko teka lang ha, pag-aaralan ko yung kanta. Excited ako pero alam kong revered and valued na yung composition. Inisip ko kung paano ito magiging akin at the same time ma-preserve ko ‘yung essence niya. Du’n ako nakatutok the whole time, aniya.","Support ako agad. Pero sabi ko teka lang ha, pag-aaralan ko yung kanta. Excited ako pero alam kong revered and valued na yung composition. Inisip ko kung paano ito magiging akin at the same time ma-preserve ko ‘yung essence niya. Du’n ako nakatutok the whole time, aniya.",multiple_capital,Incorrect
39251,Pumirma na ang Manila Water ng bagong kontrata sa Metropolitan Waterworks and Sewerage System (MWSS) kung saan sinuko nito ang aprubado nang tariff increase hanggang sa sinusundan na dalawang taon at ang pagkolekta sa danyos na hinabol sa pamahalaan sa korte.,Pumirma na ang Manila Water ng bagong kontrata sa Metropolitan Waterworks and Sewerage System (MWSS) kung saan sinuko nito ang aprubado nang tariff increase hanggang sa susunod na dalawang taon at ang pagkolekta sa danyos na hinabol sa pamahalaan sa korte.,transform_verb_contact,Incorrect
41221,Nakukuha pang libangin ang ang sarili kahit wala ng bahay dahil inilipad ng bagyo.,Nakukuha pang libangin ang ang sarili kahit wala nang bahay dahil inilipad ng bagyo.,replace_nang,Incorrect
35400,Nabatid na hindi si Yap ang target ng mga suspek. Mayroon umanong ibang target ang mga suspek subalit bigo ang mga ito na matiyempuhan hanggang sa naispatan ang nagbibisikletang estudyante?,Nabatid na hindi si Yap ang target ng mga suspek. Mayroon umanong ibang target ang mga suspek subalit bigo ang mga ito na matiyempuhan hanggang sa naispatan ang nagbibisikletang estudyante.,multiple_change_punc_period,Incorrect
32171,"Ganito naman ang lumabas sa naturang survey pagdating sa self-rated food poverty, bagay na batay sa pagkaing kinain ng mga naturang pamilya.","Ganito naman ang lumabas sa naturang survey pagdating sa self-rated food poverty, bagay na batay sa pagkaing kinakain ng mga naturang pamilya.",transform_verb_incobj,Incorrect
32629,"Ang naririnig ko lang sa kaniya 'Tulong, tulong, paglingon ko sabi ko 'Ano 'yun?","Ang narinig ko lang sa kaniya 'Tulong, tulong, paglingon ko sabi ko 'Ano 'yun?",transform_verb_compact,Incorrect
33370,Nasa ICU na raw ito ngayon at ayaw na lang idetalye nang Kapuso actor ang tunay na kalagayan nito.,Nasa ICU na raw ito ngayon at ayaw na lang idetalye ng Kapuso actor ang tunay na kalagayan nito.,replace_ng,Incorrect
30019,"Noong Martes, sabi ni Roque na nasa 2,000 bata na may edad 5-11 ang nabakunahan na sa Amana Waterpark, kung saan maaari silang maligo nang libre rito kasama ang kanilang mga magulang.","Noong Martes, sinabi ni Roque na nasa 2,000 bata na may edad 5-11 ang nabakunahan na sa Amana Waterpark, kung saan maaari silang maligo nang libre rito kasama ang kanilang mga magulang.",transform_verb_compobj,Incorrect
37651,"Kagaya ng ilan, dati hindi po ako naniniwala sa LOTTO, pero nandito na po ako sa PCSO ngayon kumukubra at hawak ko na ang tseke ng napanalunan ko, dagdag pa niya.","Kagaya ng ilan, dati hindi po ako naniniwala sa lotto, pero nandito na po ako sa PCSO ngayon kumukubra at hawak ko na ang tseke ng napanalunan ko, dagdag pa niya.",transform_case_lower,Incorrect
40793,Marami po naapektuhan rito bukol.,Marami po naapektuhan dito bukol.,replace_dito,Incorrect
29108,Kapapasok ang nurse sabi niya “mind over matter” kapag inisip ko raw na masakit lalong sasakit ang sugat ko.,Pumasok ang nurse sabi niya “mind over matter” kapag inisip ko raw na masakit lalong sasakit ang sugat ko.,transform_verb_compact,Incorrect
45581,"Hindi niya puwedeng sabihin na wala siyang siyang alam, dagdag pa ni Pacquiao.","Hindi niya puwedeng sabihin na wala siyang alam, dagdag pa ni Pacquiao.",delete,Incorrect
24847,"Ayon sa ina ng binatilyo, magsasampa sila ng reklamo lalot hindi umano maging maayos ang pag-uusap sila ng ina ng suspek.","Ayon sa ina ng binatilyo, magsasampa sila ng reklamo lalot hindi umano maging maayos ang pag-uusap nila ng ina ng suspek.",replace_nila,Incorrect
32480,Romulo Macalintal na hindi na nila tututol sa resulta ng mga certificate of canvass (COCs) gayundin ang sinabi ng abogado ni Isko Moreno na si Atty.,Romulo Macalintal na hindi na sila tututol sa resulta ng mga certificate of canvass (COCs) gayundin ang sinabi ng abogado ni Isko Moreno na si Atty.,replace_sila,Incorrect
34276,"Isang malaking karangalan para kay Arjo Atayde na napabilang ang Cattleya Killer sa MIPCOM Cannes screening noong October 19. Kasama ng aktor na nagtungo sa France ang mga magulang na sina Sylvia Sanchez at Art Atayde, at ang kapatid na si Ria Atayde. Para kay Arjo ay talagang kaya nang makipagsabayan ng mga gawang-Pinoy sa buong mundo pagdating sa paggawa ng dekalidad ng pelikula o serye. “Kayang makipagsabayan ng mga Pinoy. Were here in Cannes doing that. We have to step forward. We have to move forward! Theres so many things we have to consider to be able to move forward and keep up with the other countries,” nakangiting pahayag ni Arjo.","Isang malaking karangalan para kay Arjo Atayde na napabilang ang Cattleya Killer sa MIPCOM Cannes screening noong October 19. Kasama ng aktor na nagtungo sa France ang mga magulang na sina Sylvia Sanchez at Art Atayde, at ang kapatid na si Ria Atayde. Para kay Arjo ay talagang kaya nang makipagsabayan ng mga gawang-Pinoy sa buong mundo pagdating sa paggawa ng dekalidad ng pelikula o serye. “Kayang makipagsabayan ng mga Pinoy. Were here in Cannes doing that. We have to step forward. We have to move forward. Theres so many things we have to consider to be able to move forward and keep up with the other countries,” nakangiting pahayag ni Arjo.",multiple_change_punc_period,Incorrect
42457,"Sa kuha ng CCTV camera, nakakakita ang isang motorsiklo na may sakay na tatlo katao na papatawid sa highway.","Sa kuha ng CCTV camera, makikita ang isang motorsiklo na may sakay na tatlo katao na papatawid sa highway.",transform_verb_contobj,Incorrect
34655,"Samantala, nagpositibo din sa COVID-19 si discus thrower Jeanette Aceveda at kanyang coach na si Bernard Buen dalawang araw bago sumalang sa athletics event.","Samantala, nagpositibo rin sa COVID-19 si discus thrower Jeanette Aceveda at kanyang coach na si Bernard Buen dalawang araw bago sumalang sa athletics event.",replace_rin,Incorrect
37440,Romana inihahanda na at susuriin na ng embahada ang mga bakuna.,Romana inihahanda na at sinusuri na ng embahada ang mga bakuna.,transform_verb_incobj,Incorrect
36572,"Sabi ni Joy Reyes ay kayang-kaya nitong tiisin ang kawalan ng kuryente, kaya nitong magsakripisyo, pero awang-awa awang-awa ito sa dalawang anak nila ng aktor.","Sabi ni Joy Reyes ay kayang-kaya nitong tiisin ang kawalan ng kuryente, kaya nitong magsakripisyo, pero awang-awa ito sa dalawang anak nila ng aktor.",delete,Incorrect
31287,"Kung ipapasa mo lahat, paano mo malalaman kung saan siya mahina","Kung ipapasa mo lahat, paano mo malalaman kung saan siya mahina?",add_punc_qmark,Incorrect
41242,"Susugal ang GMA, papaano kung mag-click iyan at bigla siyang lumipat sa ibang network","Susugal ang GMA, papaano kung mag-click iyan at bigla siyang lumipat sa ibang network?",add_punc_qmark,Incorrect
28406,"Paglabas ng bahay, dun na nakorner ng mga mayari ang suspek na bumababa mula sa bintana.","Paglabas ng bahay, dun na nakorner ng mga may-ari ang suspek na bumababa mula sa bintana.",transform_insert_hyphen,Incorrect
42483,"Kapag natuklaw, sinabi ni Tonio na langis na mula rin sa ahas ang ipinanggagamot sila rito.","Kapag natuklaw, sinabi ni Tonio na langis na mula rin sa ahas ang ipinanggagamot nila rito.",replace_nila,Incorrect
40127,"Lumalabas din raw sa record na hindi inilagay sa pag-iingat ng PDEA ang parcel matapos nitong mabuksan noong ika-4 ng Oktubre, 2022.","Lumalabas din daw sa record na hindi inilagay sa pag-iingat ng PDEA ang parcel matapos nitong mabuksan noong ika-4 ng Oktubre, 2022.",replace_daw,Incorrect
38797,Susunod na kaya si Julia Montes kay Janella Salvador na inilantad na sa social media ang baby.,Susunod na kaya si Julia Montes kay Janella Salvador na inilantad na sa social media ang baby?,change_punc_qmark,Incorrect
42441,"Upang maiwasan ang mga katulad na kaganapan sa hinaharap, inatasan ni NCRPO Acting Director Police Brigadier General Jonnel Estomo ang lahat ng District Directors at Chiefs of Police ng limang police districts ng NCRPO na simulan ang isang dialogue sa lahat ng mga mamamahayag, broadcasters at media practitioners sa kani kanilang mga lugar upang matukoy ang mga napipintong pagbabanta kung mayroon at tugunan ang kanilang mga concerns sa seguridad.","Upang maiwasan ang mga katulad na kaganapan sa hinaharap, inatasan ni NCRPO Acting Director Police Brigadier General Jonnel Estomo ang lahat ng District Directors at Chiefs of Police ng limang police districts ng NCRPO na simulan ang isang dialogue sa lahat ng mga mamamahayag, broadcasters at media practitioners sa kani-kanilang mga lugar upang matukoy ang mga napipintong pagbabanta kung mayroon at tugunan ang kanilang mga concerns sa seguridad.",merge_hyphen,Incorrect
26349,Ikinatwiran ng DOH na ito ay dahil sa backlogs o kabagalan ng pag-uulat ng mga lokal na unit bago pumasok sa kanilang COVIDKaya system kaya nagkakapatung patong ang mga numero.,Ikinatwiran ng DOH na ito ay dahil sa backlogs o kabagalan ng pag-uulat ng mga lokal na unit bago pumasok sa kanilang COVIDKaya system kaya nagkakapatung-patong ang mga numero.,merge_hyphen,Incorrect
27124,"IKA-12 ng Hunyo lang nang buksan ng Department of Public Works and Highways ang ""Kalayaan Bridge"" ng BGC-Ortigas Center Link. Kasama ito sa mga decongestion plans para sa EDSA.","Ika-12 ng Hunyo lang nang buksan ng Department of Public Works and Highways ang ""Kalayaan Bridge"" ng BGC-Ortigas Center Link. Kasama ito sa mga decongestion plans para sa EDSA.",multiple_capital,Incorrect
44560,"Napabulalas pa siyang tila nagulat na reaksyon sa kunwariy sinagot siyang hindi. “Ha?! Hindi? Syet! Ang lungkot nun ha! Nakakaloka? Hindi? Ang sad,” sabi niya.","Napabulalas pa siyang tila nagulat na reaksyon sa kunwariy sinagot siyang hindi. “Ha?! Hindi? Syet! Ang lungkot nun ha! Nakakaloka! Hindi? Ang sad,” sabi niya.",multiple_change_punc_emark,Incorrect
34979,"Nang tanungin kung ano ang best gift na nakuha niya habang kagagawa ang proyekto, tugon ng aktres: ""'Yung naging second family ko 'yung mga co-actors ko, I think that's the best gift na ibinigay niya sa amin.","Nang tanungin kung ano ang best gift na nakuha niya habang ginagawa ang proyekto, tugon ng aktres: ""'Yung naging second family ko 'yung mga co-actors ko, I think that's the best gift na ibinigay niya sa amin.",transform_verb_incobj,Incorrect
33453,"Sinulong ang Cignal sa 5-3 marka para samahan sa susunod na yugto ang Creamline, Chery Tiggo at Petro Gazz.","Sumulong ang Cignal sa 5-3 marka para samahan sa susunod na yugto ang Creamline, Chery Tiggo at Petro Gazz.",transform_verb_compact,Incorrect
27081,Masnakilala umano ni Sue si Jodi sa loob ng dalawang buwan nilang lock-in taping sa Baguio noong isang taon.,Mas nakilala umano ni Sue si Jodi sa loob ng dalawang buwan nilang lock-in taping sa Baguio noong isang taon.,transform_split_space,Incorrect
39575,Suportado daw niya ang kanyang ama.,Suportado raw niya ang kanyang ama.,replace_raw,Incorrect
44305,"Kaya naman inaasahang ibubuhos nito ang lahat sa oras na pumasok NA ang national athletes sa training bubble sa Inspire Sports Academy sa Calamba, Laguna.","Kaya naman inaasahang ibubuhos nito ang lahat sa oras na pumasok na ang national athletes sa training bubble sa Inspire Sports Academy sa Calamba, Laguna.",transform_case_lower,Incorrect
38880,"Napag-alaman na nagposte umano ng 100,000 mga sundalo ang Russia sa border nila ng Ukraine","Napag-alaman na nagposte umano ng 100,000 mga sundalo ang Russia sa border nila ng Ukraine.",add_punc_period,Incorrect
36844,Pero wala na umanong vital signs si Abe nang madala siya ospital!,Pero wala na umanong vital signs si Abe nang madala siya ospital.,change_punc_period,Incorrect
45383,PURE Pinoy. Sariling atin.,Pure Pinoy. Sariling atin.,multiple_capital,Incorrect
37724,Napag-alaman ng Politiko na si Galvez ay tinalaga lamang bilang senior defense undersecretary kaya posibleng magbigay daan ito kay Gilbert Teodoro kapag natapos na ang one-year ban sa mga tinatakbo noong May 2022 elections.,Napag-alaman ng Politiko na si Galvez ay tinalaga lamang bilang senior defense undersecretary kaya posibleng magbigay daan ito kay Gilbert Teodoro kapag natapos na ang one-year ban sa mga tumakbo noong May 2022 elections.,transform_verb_compact,Incorrect
36225,Hala ka-cute nila tingnan lab lab yarn!,Hala ka-cute nila. tingnan lab lab yarn!,multiple_add_punc_period,Incorrect
41362,"Nitong Lunes, sinabi ni Galvez na target nilang matapos ang pagbabakuna sa mga menor de edad pagsapit ng Disyembre para maprotektahan din nila sa severe COVID-19 infection.","Nitong Lunes, sinabi ni Galvez na target nilang matapos ang pagbabakuna sa mga menor de edad pagsapit ng Disyembre para maprotektahan din sila sa severe COVID-19 infection.",replace_sila,Incorrect
43566,"Sila ang nakikita ko na mayrong kakayahan at pinakamahalaga ay mayroong pananaw na sa panahong ito ay kailangan talaga tayong magsama-sama, magtulungan, hindi yung kastiguhan at laging hilahaan pababa. Kailangang itaas natin ang dangal at talagang kilalanin ang kakayahan ng mga Pilipino, at dito kailangan natin ang mga namumuno na yoon ang pananaw, sama-sama tulong-tulong, ayon kay Mandanas","Sila ang nakikita ko na mayrong kakayahan at pinakamahalaga ay mayroong pananaw na sa panahong ito ay kailangan talaga tayong magsama-sama, magtulungan, hindi yung kastiguhan at laging hilahaan pababa. Kailangang itaas natin ang dangal at talagang kilalanin ang kakayahan ng mga Pilipino, at dito kailangan natin ang mga namumuno na yoon ang pananaw, sama-sama tulong-tulong, ayon kay Mandanas.",multiple_add_punc_period,Incorrect
32092,"Ginawa ito ni Belmonte ng makailang beses na magkaroon ng technical problem ang eZConsult sa pagrerehistro ng mga magpapabakuna simula June 10, 2021 dahilan kaya nagkaproblema ang QC sa pagbibigay ng bakuna sa mga constituents sa mabilis na paraan.","Ginawa ito ni Belmonte nang makailang beses na magkaroon ng technical problem ang eZConsult sa pagrerehistro ng mga magpapabakuna simula June 10, 2021 dahilan kaya nagkaproblema ang QC sa pagbibigay ng bakuna sa mga constituents sa mabilis na paraan.",replace_nang,Incorrect
38907,"“na-guide niya ako kung paano humawak ng baril, yung tamang pagro rolling.","“Na-guide niya ako kung paano humawak ng baril, yung tamang pagro-rolling.",merge_hyphen,Incorrect
35405,Ang posibilidad ng pagtatalaga ng sariling kadugo sa gobyerno — basta bat sila raw ang pinakamahusay sa isang larangan,Ang posibilidad ng pagtatalaga ng sariling kadugo sa gobyerno — basta bat sila raw ang pinakamahusay sa isang larangan.,add_punc_period,Incorrect
37903,"Sa panayam sa radyo, kasasabi ni Acedillo na kung sa ordinaryong sugal ay hindi nawawala ang posibilidad na matalo ang mga inaakalang panalo, ganoon din dapat ang isipin ng mga Pilipino sa kanilang pagboto.","Sa panayam sa radyo, sinabi ni Acedillo na kung sa ordinaryong sugal ay hindi nawawala ang posibilidad na matalo ang mga inaakalang panalo, ganoon din dapat ang isipin ng mga Pilipino sa kanilang pagboto.",transform_verb_compobj,Incorrect
33941,Kailangan pagisipan talaga kung papaano mas bibigyan ng mas malaking mandato ang vice president.,Kailangan pag-isipan talaga kung papaano mas bibigyan ng mas malaking mandato ang vice president.,transform_insert_hyphen,Incorrect
32767,Kasasabi ni Ms.,Sinabi ni Ms.,transform_verb_compobj,Incorrect
25965,"Sabi nila, Kapag lalong inaapi, mas lalong tumitindi! Ang tindi talaga ng suporta at pagmamahal ng sambayanang Pilipino sa Maid in Malacañang dahil umabot na tayo sa P164 million total gross to date! Maraming salamat sa pagiging bahagi ng pagpapasiglang muli ng Philippine cinema.","Sabi nila, Kapag lalong inaapi, mas lalong tumitindi! Ang tindi talaga ng suporta at pagmamahal ng sambayanang Pilipino sa Maid in Malacañang dahil umabot na tayo sa P164 million total gross to date! Maraming salamat sa pagiging bahagi ng pagpapasiglang muli ng Philippine cinema!",multiple_change_punc_emark,Incorrect
38815,Wala na din kasi sa Star Magic si Maja kaya nakuhanan din siya.,Wala na rin kasi sa Star Magic si Maja kaya nakuhanan din siya.,replace_rin,Incorrect
24543,"Inihayag ng Kapuso actress na kumportable na siyang makipagtrabaho kay Alden RichardsJamil Santos/VBL, GMA News?","Inihayag ng Kapuso actress na kumportable na siyang makipagtrabaho kay Alden RichardsJamil Santos/VBL, GMA News.",change_punc_period,Incorrect
29588,"Ang sarap sa pakiramdam na may someone na nandiyan na nag-aalaga sa yo, nag-advise sa yo, naniniwala sa yo, pinu-push ka pa lalo na gawin yung best sa lahat na gagawin mo.","Ang sarap sa pakiramdam na may someone na nandiyan na nag-aalaga sa yo, nag-advise sa yo, naniniwala sa yo, pinu-push ka pa lalo na gawin yung best sa lahat na ginagawa mo.",transform_verb_incobj,Incorrect
28075,Ano kaya ang naibigay niyang tulong,Ano kaya ang naibigay niyang tulong?,add_punc_qmark,Incorrect
33000,"samantala, makakausap din ni Camille at ang kanyang ka-lookalike raw na si “Mareng Camille” ng Tacloban. Panoorin ang video.","Samantala, makakausap din ni Camille at ang kanyang ka-lookalike raw na si “Mareng Camille” ng Tacloban. Panoorin ang video.",multiple_capital,Incorrect
43916,"SA magkahiwalay na abiso ng Shell at Cleanfuel, P.50 ang dagdag sa kada litro ng gasolina habang P1.65 ang kada litro ng diesel.","Sa magkahiwalay na abiso ng Shell at Cleanfuel, P.50 ang dagdag sa kada litro ng gasolina habang P1.65 ang kada litro ng diesel.",multiple_capital,Incorrect
40766,"Nakipag-relasyon umano ang suspek sa biktima noong Abril 2020 ngunit itinatago nito ang kanyang tunay na identidad, at sa halip ay nagpakilala bilang si Demir Balik.","Nakipag-relasyon umano ang suspek sa biktima noong Abril 2020 ngunit itinago nito ang kanyang tunay na identidad, at sa halip ay nagpakilala bilang si Demir Balik.",transform_verb_compobj,Incorrect
33821,Bumagsak si Capistrano at mabilis mabilis siyang isinugod sa ospital pero binawian din ng buhay.,Bumagsak si Capistrano at mabilis siyang isinugod sa ospital pero binawian din ng buhay.,delete,Incorrect
44286,"Sa video, makikita na inunahan ng isang motorsiklo ang isang truck. PERO bigla na lang sumemplang ang motorsiklo at nahagip siya ng truck na kaniyang inunahan.","Sa video, makikita na inunahan ng isang motorsiklo ang isang truck. Pero bigla na lang sumemplang ang motorsiklo at nahagip siya ng truck na kaniyang inunahan.",multiple_capital,Incorrect
24773,Kasi pag pinapanood mo dire-diretso no.,Kasi pag pinapanood mo dire-diretso no?,change_punc_qmark,Incorrect
32305,"Eh marami akong ganap eh, tugon raw ni Alex.","Eh marami akong ganap eh, tugon daw ni Alex.",replace_daw,Incorrect
44221,"Nagsasabi nyo po kanina, kumakanta ako, umaarte, sumasayaw, nagsusulat, nagdidirehe, and at the same time, Im also lawyer by profession at ako po ay litigation lawyer.","Sinabi nyo po kanina, kumakanta ako, umaarte, sumasayaw, nagsusulat, nagdidirehe, and at the same time, Im also lawyer by profession at ako po ay litigation lawyer.",transform_verb_compobj,Incorrect
31632,"Sa ulat, dakong alas-3 ng madaling araw nang magtalo sa loob kanilang bahay ang magkapatid na Dominador Besmonte, 48, at Rafael Besmonte, 43, pawang binata ng Brgy.","Sa ulat, dakong alas-3 ng madaling araw nang magtalo sa loob ng kanilang bahay ang magkapatid na Dominador Besmonte, 48, at Rafael Besmonte, 43, pawang binata ng Brgy.",append_t1,Incorrect
29268,Totoo bang Fast Talk ang magiging title nito.,Totoo bang Fast Talk ang magiging title nito?,change_punc_qmark,Incorrect
25842,Ipinagdiwang nina Inah at Jake angkanilang ika-apat na anibersaryo noong nakaraang Oktubre.,Ipinagdiwang nina Inah at Jake ang kanilang ika-apat na anibersaryo noong nakaraang Oktubre.,transform_split_space,Incorrect
41380,Ayon sa aktres ay kailangan itong pakaabangan ng kanyang mga tagahanga dahil ibang-iba ang tema nito kumpara sa kanyang mga nagawa na noon,Ayon sa aktres ay kailangan itong pakaabangan ng kanyang mga tagahanga dahil ibang-iba ang tema nito kumpara sa kanyang mga nagawa na noon.,add_punc_period,Incorrect
27844,Hawak na ng MPD Station 4 ang dalawang suspek at makakasuhan nila ng theft.,Hawak na ng MPD Station 4 ang dalawang suspek at makakasuhan sila ng theft.,replace_sila,Incorrect
43791,"Teka Baka naman sa ibang bansa magpapakasal sina Maja at Rambo? “Wala pa talaga napag-usapan,” sabi pa ni Tita Marilen.","Teka! Baka naman sa ibang bansa magpapakasal sina Maja at Rambo? “Wala pa talaga napag-usapan,” sabi pa ni Tita Marilen.",multiple_add_punc_emark,Incorrect
43270,"Si Amelia, tapos-yung anak ni Sheena (Halili), si Martina, kuwento naman ni Jennylyn.","Si Amelia, tapos yung anak ni Sheena (Halili), si Martina, kuwento naman ni Jennylyn.",transform_split_hyphen,Incorrect
29683,"Pero masusi pa rin daw na mino monitor ng embahada ang sitwasyon ng mahigit 167,000 na Pinoy na nakatira sa Florida.","Pero masusi pa rin daw na mino-monitor ng embahada ang sitwasyon ng mahigit 167,000 na Pinoy na nakatira sa Florida.",merge_hyphen,Incorrect
32542,"Bilang pagtupad sa pangakong tutulong sa pag-angat ng buhay ng mga Pilipinong apektado ng krisis, si Senator Christopher “Bong” Go, kasama si Senator Robin Padilla, ay bumisita sa Zamboanga City upang personal na ayudahan ang mga biktima ng nakaraang bagyo","Bilang pagtupad sa pangakong tutulong sa pag-angat ng buhay ng mga Pilipinong apektado ng krisis, si Senator Christopher “Bong” Go, kasama si Senator Robin Padilla, ay bumisita sa Zamboanga City upang personal na ayudahan ang mga biktima ng nakaraang bagyo.",add_punc_period,Incorrect
44557,Una nang nagsasabi ni Villar nahindi dapat ituloyang pagtatambak ng lupa sa bahagi ng Manila Bay na sakop ng Las Piñas dahil magdudulot ito ng pagbaha.,Una nang sinabi ni Villar nahindi dapat ituloyang pagtatambak ng lupa sa bahagi ng Manila Bay na sakop ng Las Piñas dahil magdudulot ito ng pagbaha.,transform_verb_compobj,Incorrect
24689,"Manalangin Tayo: Panginoon, tulungan Niyo po kami na maging intrumento NG katotohanan.","Manalangin Tayo: Panginoon, tulungan Niyo po kami na maging intrumento ng katotohanan.",transform_case_lower,Incorrect
32657,Halos pareho ang mga nararamdaman nina Chie at Kyle noon habang nasa loob pa nang PBB house kaya lalong napalapit sa isat isa.,Halos pareho ang mga nararamdaman nina Chie at Kyle noon habang nasa loob pa ng PBB house kaya lalong napalapit sa isat isa.,replace_ng,Incorrect
40399,"Noong May 9, sinasabing may nagpasimuno para mag-panic at magkagulo ang mga tao sa sa amphitheater nang may maghagis ng tear gas sa student assembly sa Tomas Frias university sa Potosi.","Noong May 9, sinasabing may nagpasimuno para mag-panic at magkagulo ang mga tao sa amphitheater nang may maghagis ng tear gas sa student assembly sa Tomas Frias university sa Potosi.",delete,Incorrect
27521,February 20 pa nalaman ng Easytrip na nagkakaproblema ito kayat naglabas ito ng “URGENT ADVISORY” nang napansin nitong bumabagal ang kanilang network connection at nagtweet itong makararanas ang mga customer ng delay sa reload crediting at recording ng kanilang mga pagdaan.,February 20 pa nalaman ng Easytrip na nagkakaproblema ito kayat naglabas ito ng “URGENT ADVISORY” nang napansin nitong bumabagal ang kanilang network connection at nag-tweet itong makararanas ang mga customer ng delay sa reload crediting at recording ng kanilang mga pagdaan.,transform_insert_hyphen,Incorrect
41677,"Kapag siyam kayong magkakapatid, napaka laking bagay yung dagdag na alaga yun.","Kapag siyam kayong magkakapatid, napaka laking bagay yung dagdag na alaga na yun.",append_t1,Incorrect
24578,Bumababa na rin aniya ang tsansa namakakuha ng mga survivor sa guho dahil lagpas na ito sa 72-hour mark na itinakda ng mga eksperto.,Bumababa na rin aniya ang tsansa na makakuha ng mga survivor sa guho dahil lagpas na ito sa 72-hour mark na itinakda ng mga eksperto.,transform_split_space,Incorrect
29873,Wala akong natututunan kung laging roon lang ako sa mga comfortable na roles.,Wala akong natututunan kung laging doon lang ako sa mga comfortable na roles.,replace_doon,Incorrect
41187,Ang mga inisyatibong ito ay nasa ilalim ng!,Ang mga inisyatibong ito ay nasa ilalim ng.,change_punc_period,Incorrect
41413,"Pero nanganganib ang relasyon ng dalawa dahil hanggang ngayon, wala silang kamalay malay, maliban sa nanay ni Aidan na si Leona (Janice de Belen), na matagal nang hiwalay sina Aidan at ex-girlfriend nitong si Sophie.","Pero nanganganib ang relasyon ng dalawa dahil hanggang ngayon, wala silang kamalay-malay, maliban sa nanay ni Aidan na si Leona (Janice de Belen), na matagal nang hiwalay sina Aidan at ex-girlfriend nitong si Sophie.",merge_hyphen,Incorrect
36687,"Sinabi ni Go na maraming Pilipino ang magdurusa ng pagkawala ng hindi lamang kanilang kabuhayan kundi pati na rin ang buhay ng mga taong mahal, kaya binibigyang-diin ang pangangailangan para sa mga isyu sa kalusugan ng isip na matugunan.","Sinabi ni Go na maraming Pilipino ang nagdusa ng pagkawala ng hindi lamang kanilang kabuhayan kundi pati na rin ang buhay ng mga taong mahal, kaya binibigyang-diin ang pangangailangan para sa mga isyu sa kalusugan ng isip na matugunan.",transform_verb_compact,Incorrect
28678,"Milyon naman ang dami ng mga naghahanap ng trabaho na walang makakakita noong Disyembre, mas marami kaysa sa 2.18.","Milyon naman ang dami ng mga naghahanap ng trabaho na walang nakita noong Disyembre, mas marami kaysa sa 2.18.",transform_verb_compobj,Incorrect
35229,"Habang kahihintay pa ang implementasyon ng national vaccination program, pinayuhan naman ni Sen.","Habang hinihintay pa ang implementasyon ng national vaccination program, pinayuhan naman ni Sen.",transform_verb_incobj,Incorrect
