Original Sentence,Gold Sentence,Correction,Correct or Incorrect
"Bong at nalagpasan na rin ni Mayor Lani ang Angiogram, at nag-bonding pa silang mag asawa sa isang kuwarto sa hospital.","Bong at nalagpasan na rin ni Mayor Lani ang Angiogram, at nag-bonding pa silang mag-asawa sa isang kuwarto sa hospital.",merge_hyphen,Incorrect
"hangad ni Diaz sa kanyang ikaapat na Olympic stint matapos noong 2008 (Beijing), 2012 (London) at 2016 (Rio de Janeiro, Brazil), na masikwat ang ginto sa kanyang division.","Hangad ni Diaz sa kanyang ikaapat na Olympic stint matapos noong 2008 (Beijing), 2012 (London) at 2016 (Rio de Janeiro, Brazil), na masikwat ang ginto sa kanyang division.",transform_case_capital,Incorrect
Pero alam ba ninyo na hindi na dapat ibinebenta ang imahe kapag nabasbasan na,Pero alam ba ninyo na hindi na dapat ibinebenta ang imahe kapag nabasbasan na?,add_punc_qmark,Incorrect
"Pero bakit nga ba umandar na mag-isa ang tricycle at papaanong tila umiwas pa ito sa ibang sasakyan at saka maayos na pumarada sa kabilang bahagi ng daan! Alamin sa video ng ""KMJS"" ang naging obserbasyon ng mga eksperto.","Pero bakit nga ba umandar na mag-isa ang tricycle at papaanong tila umiwas pa ito sa ibang sasakyan at saka maayos na pumarada sa kabilang bahagi ng daan? Alamin sa video ng ""KMJS"" ang naging obserbasyon ng mga eksperto.",multiple_change_punc_qmark,Incorrect
tinamaan ng tatlong tama ng bala ng cal. pistol ang biktima na siyang tumapos sa kanyang buhay.,Tinamaan ng tatlong tama ng bala ng cal. pistol ang biktima na siyang tumapos sa kanyang buhay.,multiple_capital,Incorrect
Mahiyain raw si Maine?,Mahiyain daw si Maine?,replace_daw,Incorrect
Hindi pa rin sumusuko si dating Senador Bongbong Marcos ng muling magsampa ng ‘motion for reconsideration’ sa Presidential Electoral Tribunal (PET) para mabaligtad ang pagbasura sa kaniyang ‘election protest’ laban kay Vice-President Leni Robredo.,Hindi pa rin sumusuko si dating Senador Bongbong Marcos nang muling magsampa ng ‘motion for reconsideration’ sa Presidential Electoral Tribunal (PET) para mabaligtad ang pagbasura sa kaniyang ‘election protest’ laban kay Vice-President Leni Robredo.,replace_nang,Incorrect
"Pero malay nyo rin, bigla na lang magkatotoo ang wild dream ko, promise, invite ko rin kayo sa tour ng Malacañang, magtour guide na lang ako.","Pero malay nyo rin, bigla na lang magkatotoo ang wild dream ko, promise, invite ko rin kayo sa tour ng Malacañang, mag-tour guide na lang ako.",transform_insert_hyphen,Incorrect
"Naka-isang araw palang na taping ang bagong afternoon drama na Magandang Dilag starring Herlene Budol, nagkasundo agad sila ni Sandy Andolong na gumaganap na kanyang ina.","Naka-isang araw pa lang na taping ang bagong afternoon drama na Magandang Dilag starring Herlene Budol, nagkasundo agad sila ni Sandy Andolong na gumaganap na kanyang ina.",transform_split_space,Incorrect
Isang bansang masagana ang pamumuhay o isang bansang mahirap ang mamamayan,Isang bansang masagana ang pamumuhay o isang bansang mahirap ang mamamayan?,add_punc_qmark,Incorrect
Sinabi naman ni Interior Secretary Eduardo Año na nagsasagawa rin nang sariling imbestigasyon ang Criminal Investigation and Detection Group (CIDG) sa insidente.,Sinabi naman ni Interior Secretary Eduardo Año na nagsasagawa rin ng sariling imbestigasyon ang Criminal Investigation and Detection Group (CIDG) sa insidente.,replace_ng,Incorrect
Ayon kay Rodriguez 4 na lugar sa CDO ang inisyal na mabibigyan ng bakuna,Ayon kay Rodriguez 4 na lugar sa CDO ang inisyal na mabibigyan ng bakuna.,add_punc_period,Incorrect
"Wagi rin ang Pag-alala sa Kadakilaan: Tribute to Frontliners bilang Best Public Service TV Ad at Best TV Ad (Branded) naman ang Hindi Ka Nag-iisa, na isang teaser para sa teleseryeng Huwag Kang Mangamba.","Nagwagi rin ang Pag-alala sa Kadakilaan: Tribute to Frontliners bilang Best Public Service TV Ad at Best TV Ad (Branded) naman ang Hindi Ka Nag-iisa, na isang teaser para sa teleseryeng Huwag Kang Mangamba.",transform_verb_compact,Incorrect
Kasi hindi natin alam kung ano ang nangyayari bukas.,Kasi hindi natin alam kung ano ang mangyayari bukas.,transform_verb_contact,Incorrect
"Pumunta ang tandem sa opisina ng Philippine Drug Enforcement Agency (PDEA) sa Diliman, Quezon City bandang ala-1 ng hapon para sa unscheduled screening ng kanilang urine sample! Base sa resulta ay kapwa negatibo ang dalawa sa anumang ilegal na droga.","Pumunta ang tandem sa opisina ng Philippine Drug Enforcement Agency (PDEA) sa Diliman, Quezon City bandang ala-1 ng hapon para sa unscheduled screening ng kanilang urine sample. Base sa resulta ay kapwa negatibo ang dalawa sa anumang ilegal na droga.",multiple_change_punc_period,Incorrect
"Kwento ng biktimang isang college student, pauwi na niya galing school at nag-aabang ng jeep pasado alas-sais Martes ng gabi nang mapinsin niya ang isang lalaki na tumitingin sa kanya.","Kwento ng biktimang isang college student, pauwi na siya galing school at nag-aabang ng jeep pasado alas-sais Martes ng gabi nang mapinsin niya ang isang lalaki na tumitingin sa kanya.",replace_siya,Incorrect
Idinulog na din umano nila ang nasabing problema kina Mayor Arthur Robes at asawa nitong si Congreswoman Florida Robes pero ikinatuwiran umano ng mga ito na wala sa kontrol ng pamahalaang lokal ang problema kundi nasa Local Water Utilities Administration.,Idinulog na rin umano nila ang nasabing problema kina Mayor Arthur Robes at asawa nitong si Congreswoman Florida Robes pero ikinatuwiran umano ng mga ito na wala sa kontrol ng pamahalaang lokal ang problema kundi nasa Local Water Utilities Administration.,replace_rin,Incorrect
“ayaw ko din namang madaliin.,“Ayaw ko rin namang madaliin.,replace_rin,Incorrect
"Kahit na wala pang rehistro sa Pilipinas ang ivermectin para gamitin sa tao nilabanan sa COVID-19, una nang pinagkalooban ng compassionate special permit (CSP) ng FDA ang ilang mga ospital sa Pilipinas para gamitin ito sa ganoong kaparaanan, bagay na kailangang i-apply ng doktor sa kanilang mga pasyente.","Kahit na wala pang rehistro sa Pilipinas ang ivermectin para gamitin sa tao laban sa COVID-19, una nang pinagkalooban ng compassionate special permit (CSP) ng FDA ang ilang mga ospital sa Pilipinas para gamitin ito sa ganoong kaparaanan, bagay na kailangang i-apply ng doktor sa kanilang mga pasyente.",transform_verb_base,Incorrect
"Ayon pa sa PagAsa, nasa panahon ngayon ng transition period na unti-unting kumakawala ang hanging habagat at inaasahang pasok na ang hanging amihan o ang malamig na panahon na palagiang nararansan kapag malapit na ang panahon ng Kapaskuhan.","Ayon pa sa PagAsa, nasa panahon ngayon ng transition period na unti-unting kumakawala ang hanging habagat at inaasahang papasok na ang hanging amihan o ang malamig na panahon na palagiang nararansan kapag malapit na ang panahon ng Kapaskuhan.",transform_verb_contact,Incorrect
"Hindi na nakakabigla ang balita na ang asawa ng dating aktor na si Andrew Schimmer ay pumanaw na kamakalawa ng hapon. Sa kuwento mismo ni Andrew, nasa taping siya sa Channel 7 nang tawagan siya ng mga doctor ng kanyang asawa at sinabing delikado na ang lagay nito","Hindi na nakakabigla ang balita na ang asawa ng dating aktor na si Andrew Schimmer ay pumanaw na kamakalawa ng hapon. Sa kuwento mismo ni Andrew, nasa taping siya sa Channel 7 nang tawagan siya ng mga doctor ng kanyang asawa at sinabing delikado na ang lagay nito.",multiple_add_punc_period,Incorrect
Biglaan naman yata ang sinasabing split na daw sina Rabiya Mateo at Jeric Gonzales.,Biglaan naman yata ang sinasabing split na raw sina Rabiya Mateo at Jeric Gonzales.,replace_raw,Incorrect
Pagkatapos ng November 5 ay ibabalik naman ang normal 20% discount para sa mga estudyante,Pagkatapos ng November 5 ay ibabalik naman ang normal 20% discount para sa mga estudyante.,add_punc_period,Incorrect
"Ang Reggaeton ang paborito ng JBK sapagkat naipapakita nito ang vocal bravado ng mga miyembro, at nagbigay pugay rin ito sa Pinoy cultural roots at influences.","Ang Reggaeton ang paborito ng JBK sapagkat naipapakita nito ang vocal bravado ng mga miyembro, at nagbibigay pugay rin ito sa Pinoy cultural roots at influences.",transform_verb_incact,Incorrect
"Taong 2017 ng maging magkarelasyon ang dalawa, at marami ang sumuporta sa kanilang kulitan bilang magkasintahan na makikikita sa kanilang vlog.--FRJ.","Taong 2017 nang maging magkarelasyon ang dalawa, at marami ang sumuporta sa kanilang kulitan bilang magkasintahan na makikikita sa kanilang vlog.--FRJ.",replace_nang,Incorrect
Idinagdag pa na mayroon din silang standby credit line sa landbank of the Philippines para sa pambili ng bakuna.,Idinagdag pa niya na mayroon din silang standby credit line sa landbank of the Philippines para sa pambili ng bakuna.,append_t1,Incorrect
Binalikan ni Arroyo ang yugto ng kanyang pag-akyat sa pinakamataas na posisyon sa pamahalaan na tila may panghihinayang sa pagkasira ng ‘political reconciliation’ siya kay Lacson dahil mas pinili niyang maniwala sa mga kasinungalingan ni Manaway na ibinigay sa kanya ng top intelligence officer na si Brigadier General Victor Corpus.,Binalikan ni Arroyo ang yugto ng kanyang pag-akyat sa pinakamataas na posisyon sa pamahalaan na tila may panghihinayang sa pagkasira ng ‘political reconciliation’ niya kay Lacson dahil mas pinili niyang maniwala sa mga kasinungalingan ni Manaway na ibinigay sa kanya ng top intelligence officer na si Brigadier General Victor Corpus.,replace_niya,Incorrect
"Ang opensiba ng 602ndInfantry Brigade sa ilang bahagi ng 220,000-ektaryang Liguasan Delta, nag simula noong Marso 21 at tumagal hanggang Sabado ng umaga, ay inilunsad matapos isuplong ng mga residente ng magkatabing bayan ng Pagalungan at Montawal sa Maguindanao del Sur ang presensya doon ng mga teroristang pinamumunuan ni Almoben Sebud.","Ang opensiba ng 602ndInfantry Brigade sa ilang bahagi ng 220,000-ektaryang Liguasan Delta, nag simula noong Marso 21 at tumagal hanggang Sabado ng umaga, ay inilunsad matapos isuplong ng mga residente ng magkatabing bayan ng Pagalungan at Montawal sa Maguindanao del Sur ang presensya roon ng mga teroristang pinamumunuan ni Almoben Sebud.",replace_roon,Incorrect
"Noong nakita ko siya sa video, ay buhay pa pala","Noong nakita ko siya sa video, ay buhay pa pala!",add_punc_emark,Incorrect
"Samantala, dahil sa nararanasang krisis, umani ang “bayanihan spirit” sa bayan ng Pola na nasa ilalim ng “state of calamity” dahil sa epekto ng oil spill sa sa kanilang kalikasan at kanilang pangkabuhayan.","Samantala, dahil sa nararanasang krisis, umani ang “bayanihan spirit” sa bayan ng Pola na nasa ilalim ng “state of calamity” dahil sa epekto ng oil spill sa kanilang kalikasan at kanilang pangkabuhayan.",delete,Incorrect
"Tanging ang pamilya ang nagsisilbing inspirasyon ng dalaga upang ipagpatuloy pa at pagbutihin ang bawat trabahong ginagawa. “Sobrang lakas lang talaga ng fighting spirit ko para sa pangarap ko at sa tuwing iisipin ko lang yung family ko na hindi ito yung buhay na gusto ko para sa family ko buong buhay nila Ayoko na puro lang kami rent, na kahit ang bigat-bigat na, madalas hindi ko na alam kung paano ko gagawin ito. Nangingibabaw pa rin yung motto ko sa life na isang beses ka lang mabubuhay at ayokong mabuhay na nagsisisi. Ayokong mabuhay na hindi ko magawa ang gusto ko sa iisang life ko. Yung pangarap ko na house for my family na mas kuntento na ako and mas kaya ko na tanggapin yung blessing ni Lord,” paglalahad ng aktres.Reports from JCC.","Tanging ang pamilya ang nagsisilbing inspirasyon ng dalaga upang ipagpatuloy pa at pagbutihin ang bawat trabahong ginagawa. “Sobrang lakas lang talaga ng fighting spirit ko para sa pangarap ko at sa tuwing iisipin ko lang yung family ko na hindi ito yung buhay na gusto ko para sa family ko buong buhay nila. Ayoko na puro lang kami rent, na kahit ang bigat-bigat na, madalas hindi ko na alam kung paano ko gagawin ito. Nangingibabaw pa rin yung motto ko sa life na isang beses ka lang mabubuhay at ayokong mabuhay na nagsisisi. Ayokong mabuhay na hindi ko magawa ang gusto ko sa iisang life ko. Yung pangarap ko na house for my family na mas kuntento na ako and mas kaya ko na tanggapin yung blessing ni Lord,” paglalahad ng aktres.Reports from JCC.",multiple_add_punc_period,Incorrect
"If a case is filed against you kasi pera ito, either pera na binulsa ninyo o hindi niyo ginamit o kung anong kabalastugan ang kagagawa ninyo sa pera, wika pa ng Pangulo.","If a case is filed against you kasi pera ito, either pera na binulsa ninyo o hindi niyo ginamit o kung anong kabalastugan ang ginawa ninyo sa pera, wika pa ng Pangulo.",transform_verb_compobj,Incorrect
"Kung titingnan natin, parang sinasalaula na yong mamamayang Pilipino ng mga malalaking kompanya ng langis kasi may mga araw na binababa nila yong diesel, may mga araw naman na tinataas ang diesel at binababa naman ang gasolina, ayon kay Floranda?","Kung titingnan natin, parang sinasalaula na yong mamamayang Pilipino ng mga malalaking kompanya ng langis kasi may mga araw na binababa nila yong diesel, may mga araw naman na tinataas ang diesel at binababa naman ang gasolina, ayon kay Floranda.",change_punc_period,Incorrect
Galit si MJ sa kanyang amang si Joe Jackson. Lumaki siya sa nerbiyos! Panlalaki pa lang ng mga mata ng kanyang ama kapag nahuhuli siyang naglalaro ay sapat na para ipanginig ng buo niyang katawan.,Galit si MJ sa kanyang amang si Joe Jackson. Lumaki siya sa nerbiyos. Panlalaki pa lang ng mga mata ng kanyang ama kapag nahuhuli siyang naglalaro ay sapat na para ipanginig ng buo niyang katawan.,multiple_change_punc_period,Incorrect
"Nang tanungin kung ano ang “best thing” sa love team sila na “GeKoy,” sumagot si Angel na Were natural.","Nang tanungin kung ano ang “best thing” sa love team nila na “GeKoy,” sumagot si Angel na Were natural.",replace_nila,Incorrect
"Dahil hindi din nahulaan ng ikatlong pares na player na magkapatid na Claire at Alyssa ang pinapahulaang salita na ""Panda,"" sina Sandra at Pancake na naglaro sa jackpot round.","Dahil hindi rin nahulaan ng ikatlong pares na player na magkapatid na Claire at Alyssa ang pinapahulaang salita na ""Panda,"" sina Sandra at Pancake na naglaro sa jackpot round.",replace_rin,Incorrect
Umabot na sa P26-28 bilyon ang mga reimbursement applications sa Philhealth noong Disyembre 2020!,Umabot na sa P26-28 bilyon ang mga reimbursement applications sa Philhealth noong Disyembre 2020.,change_punc_period,Incorrect
"Pero may lumapit na emissary kahapon at nagpaabot ng message na kung puwedeng i-settle out of court ang kung anumang issue sa kanila. “Nag-usap na kami ni Atty. Topacio na within this week ay talagang isasampa na namin yung kaso laban dun sa mga abogado,” say ni Nay Cristy kahapon sa anniversary episode ng digital program na Take It... Per Minute, Me Ganun!","Pero may lumapit na emissary kahapon at nagpaabot ng message na kung puwedeng i-settle out of court ang kung anumang issue sa kanila. “Nag-usap na kami ni Atty. Topacio na within this week ay talagang isasampa na namin yung kaso laban dun sa mga abogado,” say ni Nay Cristy kahapon sa anniversary episode ng digital program na Take It... Per Minute, Me Ganun!?",multiple_add_punc_qmark,Incorrect
"Angnaturang recall daw sa ngayon ay nakakaapekto sa noodle brands ng ibang mga kumpanya, pati na ang multiple categories gaya ng ice cream, sesame seed, spices, calcium carbonate supplements atbp.","Ang naturang recall daw sa ngayon ay nakakaapekto sa noodle brands ng ibang mga kumpanya, pati na ang multiple categories gaya ng ice cream, sesame seed, spices, calcium carbonate supplements atbp.",transform_split_space,Incorrect
Hangad rin ni Padilla ang paggaling ni Kris sa pambihirang sakit nito na Eosinophilic Granulomatosis with Polyangiitis.,Hangad din ni Padilla ang paggaling ni Kris sa pambihirang sakit nito na Eosinophilic Granulomatosis with Polyangiitis.,replace_din,Incorrect
"Ang balita ay inilabas ng mga ahensya, Miyerkules, matapos ang ""mahigpit"" na pagsusuri sa Chinese drug, na una nang hihindi inirekomenda ng FDA sa mga 60-anyos pataas at mga healthcare workers na exposed sa COVID-19.","Ang balita ay inilabas ng mga ahensya, Miyerkules, matapos ang ""mahigpit"" na pagsusuri sa Chinese drug, na una nang hindi inirekomenda ng FDA sa mga 60-anyos pataas at mga healthcare workers na exposed sa COVID-19.",transform_verb_base,Incorrect
"Kris will always be special sa lahat nang tao na natulungan niya, sa mga kaibigan niya, at lalo na sa nagmamahal sa kanya.","Kris will always be special sa lahat ng tao na natulungan niya, sa mga kaibigan niya, at lalo na sa nagmamahal sa kanya.",replace_ng,Incorrect
Matagal ng hinihintay ng mga staff ang pagkawala ng show niya.,Matagal nang hinihintay ng mga staff ang pagkawala ng show niya.,replace_nang,Incorrect
"Wika pa ng mambabatas, hindi ito makabubuti sa mental health ng mga empleyado at makakaapekto na din sa pakikiisa nila sa kanilang pamilya.","Wika pa ng mambabatas, hindi ito makabubuti sa mental health ng mga empleyado at makakaapekto na rin sa pakikiisa nila sa kanilang pamilya.",replace_rin,Incorrect
Hindi magbibigay ng pahayag si Bangang.,Hindi nagbigay ng pahayag si Bangang.,transform_verb_compact,Incorrect
Sa Class 2 na sinakyan (buses at mga maliliit na trucks) at P8.00.,Sa Class 2 na sasakyan (buses at mga maliliit na trucks) at P8.00.,transform_verb_contobj,Incorrect
parehong ‘palaban’ sina Ali at Pat P. na galing sa DZBB at DZMM at sa boses pa lang kaya nilang labanan ang mga tatapatan nila sa ibang istasyon na pawang beterano na sa umaga.,Parehong ‘palaban’ sina Ali at Pat P. na galing sa DZBB at DZMM at sa boses pa lang kaya nilang labanan ang mga tatapatan nila sa ibang istasyon na pawang beterano na sa umaga.,multiple_capital,Incorrect
Ito raw ang dahilan kaya humahanap ng kapitan at kagawad ang mga sangkot sa gulo na humantong sa pananakit sa binatilyo.,Ito raw ang dahilan kaya hinanap ng kapitan at kagawad ang mga sangkot sa gulo na humantong sa pananakit sa binatilyo.,transform_verb_compobj,Incorrect
"Sabagay, mental exercise din at pang-alis boredom ito kaya siguro pinatulan ni Vice.","Sabagay, mental exercise rin at pang-alis boredom ito kaya siguro pinatulan ni Vice.",replace_rin,Incorrect
"Bulusan, Sorsogon, Philippines — Patay na nang matagpuan ang isang mangingisda NG kanyang mga kasamahan na nakasubsob sa kanyang bangkang pangisda sa gitna ng karagatang sakop ng San Bernardino Straight malapit sa lighthouse, kamakalawa.","Bulusan, Sorsogon, Philippines — Patay na nang matagpuan ang isang mangingisda ng kanyang mga kasamahan na nakasubsob sa kanyang bangkang pangisda sa gitna ng karagatang sakop ng San Bernardino Straight malapit sa lighthouse, kamakalawa.",transform_case_lower,Incorrect
"Nagbababala ang pamunuan ng Metropolitan Manila Development Authority (MMDA) sa mga nasa likod ng iligal na ""bentahan ng slots"" para sa COVID-19 vaccination, bagay na mauuwi raw sa paghimas ng rehas kung nagkataon.","Nagbabala ang pamunuan ng Metropolitan Manila Development Authority (MMDA) sa mga nasa likod ng iligal na ""bentahan ng slots"" para sa COVID-19 vaccination, bagay na mauuwi raw sa paghimas ng rehas kung nagkataon.",transform_verb_compact,Incorrect
Anong gusto nila,Anong gusto nila?,add_punc_qmark,Incorrect
Binigyan ng Inter-Agency Task Force (IATF) ng ‘green lghtl’ no ong Disyembre 15 ang mga national athletes na magbalik-ensayo sa loob ng ‘bubble’.,Binigyan ng Inter-Agency Task Force (IATF) ng ‘green lghtl’ noong Disyembre 15 ang mga national athletes na magbalik-ensayo sa loob ng ‘bubble’.,merge_space,Incorrect
"Pebrero 6nang magtala ng 33 active cases ang lungsod, subalit su mirit ito sa 99 noong Biyernes.","Pebrero 6nang magtala ng 33 active cases ang lungsod, subalit sumirit ito sa 99 noong Biyernes.",merge_space,Incorrect
Doon pa lamang siya nalamang nawawala na ang kanyang credit card at drivers license nang tingnan ang kanyang wallet.,Doon pa lamang niya nalamang nawawala na ang kanyang credit card at drivers license nang tingnan ang kanyang wallet.,replace_niya,Incorrect
Ito ang sasabihin ni Sir Jose Manuel sa programa ni Karen Davila sa ANC kahapon.,Ito ang sinabi ni Sir Jose Manuel sa programa ni Karen Davila sa ANC kahapon.,transform_verb_compobj,Incorrect
"Sa inilabas na advisory ng NKTI, sinabi nito na ang lahat ng konsultasyon sila sa nasabing panahon ay ililipat muna sa Telehealth Services.","Sa inilabas na advisory ng NKTI, sinabi nito na ang lahat ng konsultasyon nila sa nasabing panahon ay ililipat muna sa Telehealth Services.",replace_nila,Incorrect
"Si Billy raw ay iho host ang dating programang napapanood sa TV5, ang The Wall: Philippines habang si Matteo ay may gagawin namang teleserye.","Si Billy raw ay iho-host ang dating programang napapanood sa TV5, ang The Wall: Philippines habang si Matteo ay may gagawin namang teleserye.",merge_hyphen,Incorrect
Hindi naman nila kilala nang personal kaya hindi mo masasabing dahil sa personalidad siya at ugali kaya siya hahangaan.,Hindi naman nila kilala nang personal kaya hindi mo masasabing dahil sa personalidad niya at ugali kaya siya hahangaan.,replace_niya,Incorrect
"Samantala, kanselado na din ang nasa 135 biyahe ng Japan Airlines at All Nippon Airways kahapon bilang pag-iingat sa panganib ng super typhoon.","Samantala, kanselado na rin ang nasa 135 biyahe ng Japan Airlines at All Nippon Airways kahapon bilang pag-iingat sa panganib ng super typhoon.",replace_rin,Incorrect
Para sa aktor ay nagkaroon siya ng konsentrasyon sa lahat ng ginagawa sa set,Para sa aktor ay nagkaroon siya ng konsentrasyon sa lahat ng ginagawa sa set.,add_punc_period,Incorrect
"Maraming nangangailangan ng trabaho ngayon, pero wala silang idea kung paano sila maipagpatuloy ang trabaho nila, kaya kung puwede naman tayong makatulong, bakit ang hindi?","Maraming nangangailangan ng trabaho ngayon, pero wala silang idea kung paano nila maipagpatuloy ang trabaho nila, kaya kung puwede naman tayong makatulong, bakit ang hindi?",replace_nila,Incorrect
"Actually, iilan ang nakakaalam na continuous ang ayuda ni actress / singer KAY Fanny.","Actually, iilan ang nakakaalam na continuous ang ayuda ni actress / singer kay Fanny.",transform_case_lower,Incorrect
Ibinagi rin niya ang madamdaming caption-na nangakong maging best mom sa anak.,Ibinagi rin niya ang madamdaming caption na nangakong maging best mom sa anak.,transform_split_hyphen,Incorrect
"Ilang saglit pa, nahilo na rin ang katabi niyang bata, na nanghina at tuluyang nawalan nang malay.","Ilang saglit pa, nahilo na rin ang katabi niyang bata, na nanghina at tuluyang nawalan ng malay.",replace_ng,Incorrect
Ayon kay QC Mayor Joy Belmonte dapat may 15 minuto mas maagang dumating sa vaccination site ang mga babakunahan para maiwasan ang kumpulan ng tao at mabilis na masunod ang schedule ng kanilang vaccination,Ayon kay QC Mayor Joy Belmonte dapat may 15 minuto mas maagang dumating sa vaccination site ang mga babakunahan para maiwasan ang kumpulan ng tao at mabilis na masunod ang schedule ng kanilang vaccination.,add_punc_period,Incorrect
Ito ayliban pa sa 24 milyong dosis na nag-expire na.,Ito ay liban pa sa 24 milyong dosis na nag-expire na.,transform_split_space,Incorrect
Hindi niya nagpapaapekto!,Hindi siya nagpapaapekto!,replace_siya,Incorrect
Ayon naman kay Vice ay talagang iniiyakan pa ni Ion noon ang mga masasakit na salitang maririnig tungkol sa kanilang relasyon.,Ayon naman kay Vice ay talagang iniiyakan pa ni Ion noon ang mga masasakit na salitang naririnig tungkol sa kanilang relasyon.,transform_verb_incact,Incorrect
Labis na nagpasalamat sa Diyos si Go sa pagliligtas sa kanyang buhay sa pagsasabing maaaring hindi siya pinag-adya na mapahamak dahil sa mga misyon na kakailanganin pa niyang tuparin.,Labis na nagpasalamat sa Diyos si Go sa pagliligtas sa kanyang buhay sa pagsasabing maaaring hindi siya pinag-adya na mapahamak dahil sa mga misyon na kinakailangan pa niyang tuparin.,transform_verb_incobj,Incorrect
"May isang concert tour din sa Amerika na late ang pag-a-apply ng working visa ng grupo, kaya ang ending, yun dapat na kick-off show sila ay hindi natuloy at nabawasan nga sila ng show.","May isang concert tour din sa Amerika na late ang pag-a-apply ng working visa ng grupo, kaya ang ending, yun dapat na kick-off show nila ay hindi natuloy at nabawasan nga sila ng show.",replace_nila,Incorrect
"Giit pa niya, edited na ang mga kumakalat na video at hindi na isinama ang part kung saan binawi niya ang kanyang sinabi af humingi siya ng tawad sa mga na offend sa tinuran niya.","Giit pa niya, edited na ang mga kumakalat na video at hindi na isinama ang part kung saan binawi niya ang kanyang sinabi af humingi siya ng tawad sa mga na-offend sa tinuran niya.",merge_hyphen,Incorrect
Hindi napipigilan ni Manilyn Reynes na maging emotional kapag napapag usapan ang kanyang amang namayapa.,Hindi napipigilan ni Manilyn Reynes na maging emotional kapag napapag-usapan ang kanyang amang namayapa.,merge_hyphen,Incorrect
"nang lumalim pa ang kanilang relasyon, umanib na sa Islam si Mehdi.","Nang lumalim pa ang kanilang relasyon, umanib na sa Islam si Mehdi.",transform_case_capital,Incorrect
Hindi ko lang nagugustuhan yung nasusulat na P2.8M.,Hindi ko lang nagustuhan yung nasusulat na P2.8M.,transform_verb_compobj,Incorrect
Nagulat na lamang umano nila nang atakehin ng suspek na hindi nila alam kung ano kasalanan nila rito.,Nagulat na lamang umano sila nang atakehin ng suspek na hindi nila alam kung ano kasalanan nila rito.,replace_sila,Incorrect
Plano pa naman nilang magbakasyon nang magkakasama sa Perth kapag libre nila nina Diego at Barbie sa trabaho pero may nanggugulo sa kanilang relasyon.,Plano pa naman nilang magbakasyon nang magkakasama sa Perth kapag libre sila nina Diego at Barbie sa trabaho pero may nanggugulo sa kanilang relasyon.,replace_sila,Incorrect
"Yun ang babaeng pakakasalan na sana ni Dave, pero kapangangak lang nito ay isang malaking pasabog ang kanyang natuklasan, magkaibigan sila ni Ara Mina pero karelasyon na pala siya ang ama ng anak ng babae.","Yun ang babaeng pakakasalan na sana ni Dave, pero kapangangak lang nito ay isang malaking pasabog ang kanyang natuklasan, magkaibigan sila ni Ara Mina pero karelasyon na pala niya ang ama ng anak ng babae.",replace_niya,Incorrect
"Love boxes ang ipinamahagi nung Kapaskuhan ni Gretchen, ngayon naman ay truck-truck na bigas para sa mga frontliners ang ipinadadala niya, meron rin siyang ibinibigay na tulong-pampinansiyal sa maraming ospital.","Love boxes ang ipinamahagi nung Kapaskuhan ni Gretchen, ngayon naman ay truck-truck na bigas para sa mga frontliners ang ipinadadala niya, meron din siyang ibinibigay na tulong-pampinansiyal sa maraming ospital.",replace_din,Incorrect
"Ayon sa pangulo ng Pwersa ng Masang Pilipino, ang unemployment insurance ay matagal nang gawa sa ibang bansa.","Ayon sa pangulo ng Pwersa ng Masang Pilipino, ang unemployment insurance ay matagal nang ginagawa sa ibang bansa.",transform_verb_incobj,Incorrect
Kasi pag pinapanood mo dire-diretso no.,Kasi pag pinapanood mo dire-diretso no?,change_punc_qmark,Incorrect
"(rpmd) sa pamumuno ni Dr. Paul Martinez, muling nakapagtala si Quezon City Mayor Joy Belmonte ng malaking porsiyento kumpara sa kanyang mga posibleng makatunggali sa-darating na halalan.","(RPMD) sa pamumuno ni Dr. Paul Martinez, muling nakapagtala si Quezon City Mayor Joy Belmonte ng malaking porsiyento kumpara sa kanyang mga posibleng makatunggali sa darating na halalan.",transform_split_hyphen,Incorrect
Sana nga ay pag-usapan rin ang tungkol sa movie industry ng lahat ng mga presidentiable.,Sana nga ay pag-usapan din ang tungkol sa movie industry ng lahat ng mga presidentiable.,replace_din,Incorrect
"Ayon rin noon sa DOH, marami noong residente ng isla ang may sobra nang taglay na zinc at copper sa katawan matapos ang aksidente.","Ayon din noon sa DOH, marami noong residente ng isla ang may sobra nang taglay na zinc at copper sa katawan matapos ang aksidente.",replace_din,Incorrect
"Sariaya, Quezon, Philippines — Dahil sa matinding selos, pinagsasaksak hanggang sa mapatay ang isang ginang ng kanyang live-in partner samantalang namatay din ang suspek nang barilin ng kapatid ng biktima kamakalawa ng madaling araw sa Sitio Duluhan, Barangay Manggalang 1 sa bayang ito.","Sariaya, Quezon, Philippines — Dahil sa matinding selos, pinagsasaksak hanggang sa mapatay ang isang ginang ng kanyang live-in partner samantalang namatay rin ang suspek nang barilin ng kapatid ng biktima kamakalawa ng madaling araw sa Sitio Duluhan, Barangay Manggalang 1 sa bayang ito.",replace_rin,Incorrect
