Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions
Hindi ka puwedeng mag commit sa dalawa,Hindi ka puwedeng magcommit sa dalawa,ay Hindi mag pede,[],"[{'token': 'LM', 'suggestions': ['INSERT_LM'], 'distances': [0.8]}, {'token': 'RBF', 'suggestions': ['KEEP_RBF_RBF', 'KEEP_RBF_RBF', 'KEEP_RBF_RBF'], 'distances': [4.6000000000000005, 4.6000000000000005, 5.800000000000001]}, {'token': 'PRS', 'suggestions': ['KEEP_PRS_PRS', 'SUBSTITUTE_PRS_JJD_CCP', 'SUBSTITUTE_PRS_VBW', 'SUBSTITUTE_PRS_NNP', 'SUBSTITUTE_PRS_VBW'], 'distances': [4.6000000000000005, 4.6000000000000005, 4.6000000000000005, 4.6000000000000005, 5.800000000000001]}, {'token': 'RBT_CCP', 'suggestions': ['DELETE_RBT_CCP', 'SUBSTITUTE_RBT_CCP_FW', 'SUBSTITUTE_RBT_CCP_NNP', 'SUBSTITUTE_RBT_CCP_CCT', 'SUBSTITUTE_RBT_CCP_FW', 'SUBSTITUTE_RBT_CCP_CCT'], 'distances': [4.6000000000000005, 4.6000000000000005, 3.4000000000000004, 4.6000000000000005, 4.6000000000000005, 5.800000000000001]}, {'token': 'VBW', 'suggestions': ['DELETE_VBW', 'SUBSTITUTE_VBW_CCT', 'DELETE_VBW', 'DELETE_VBW', 'SUBSTITUTE_VBW_CCT', 'DELETE_VBW'], 'distances': [4.6000000000000005, 4.6000000000000005, 3.4000000000000004, 4.6000000000000005, 4.6000000000000005, 5.800000000000001]}, {'token': 'FW', 'suggestions': ['DELETE_FW', 'DELETE_FW', 'KEEP_FW_FW', 'DELETE_FW', 'SUBSTITUTE_FW_CDB', 'DELETE_FW'], 'distances': [4.6000000000000005, 4.6000000000000005, 3.4000000000000004, 4.6000000000000005, 4.6000000000000005, 5.800000000000001]}, {'token': 'CCT', 'suggestions': ['DELETE_CCT', 'KEEP_CCT_CCT', 'DELETE_CCT', 'DELETE_CCT', 'DELETE_CCT'], 'distances': [4.6000000000000005, 3.4000000000000004, 4.6000000000000005, 4.6000000000000005, 5.800000000000001]}, {'token': 'CDB', 'suggestions': ['KEEP_CDB_CDB', 'DELETE_CDB', 'DELETE_CDB'], 'distances': [3.4000000000000004, 4.6000000000000005, 5.800000000000001]}]"
Ganun rin ang dahilan—medical emergency,Ganun din ang dahilan—medical emergency,dahil - n ang dahilan,[],"[{'token': 'PRC', 'suggestions': ['SUBSTITUTE_PRC_CCR', 'SUBSTITUTE_PRC_CCR'], 'distances': [3.4000000000000004, 4.6000000000000005]}, {'token': 'RBF', 'suggestions': ['DELETE_RBF', 'SUBSTITUTE_RBF_CCR', 'DELETE_RBF', 'SUBSTITUTE_RBF_CCR'], 'distances': [3.4000000000000004, 3.4000000000000004, 4.6000000000000005, 4.6000000000000005]}, {'token': 'PMS', 'suggestions': ['KEEP_PMS_PMS', 'KEEP_PMS_PMS', 'KEEP_PMS_PMS', 'KEEP_PMS_PMS', 'KEEP_PMS_PMS'], 'distances': [3.4000000000000004, 3.4000000000000004, 3.4000000000000004, 4.6000000000000005, 4.6000000000000005]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC'], 'distances': [3.4000000000000004, 3.4000000000000004, 3.4000000000000004, 4.6000000000000005, 4.6000000000000005]}, {'token': 'DTC', 'suggestions': ['KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'KEEP_DTC_DTC'], 'distances': [3.4000000000000004, 3.4000000000000004, 3.4000000000000004, 4.6000000000000005, 4.6000000000000005]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC'], 'distances': [3.4000000000000004, 3.4000000000000004, 3.4000000000000004, 4.6000000000000005, 4.6000000000000005]}, {'token': 'NNC', 'suggestions': ['DELETE_NNC', 'DELETE_NNC', 'DELETE_NNC', 'DELETE_NNC'], 'distances': [3.4000000000000004, 3.4000000000000004, 4.6000000000000005, 4.6000000000000005]}, {'token': 'NNC', 'suggestions': ['DELETE_NNC', 'DELETE_NNC'], 'distances': [3.4000000000000004, 4.6000000000000005]}]"
san Ramon sa nasabing bayan,San Ramon sa nasabing bayan,nin Ramon sa bayan,[],"[{'token': 'RBQ', 'suggestions': ['SUBSTITUTE_RBQ_FW'], 'distances': [3.4000000000000004]}, {'token': 'NNP', 'suggestions': ['KEEP_NNP_NNP'], 'distances': [3.4000000000000004]}, {'token': 'CCT', 'suggestions': ['KEEP_CCT_CCT'], 'distances': [3.4000000000000004]}, {'token': 'VBTS', 'suggestions': ['DELETE_VBTS'], 'distances': [3.4000000000000004]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC'], 'distances': [3.4000000000000004]}]"
Marami ang kaaakala na tunay ito,Marami ang nagakala na tunay ito,ang kaaakalang tunay,[],"[{'token': 'PRI', 'suggestions': ['DELETE_PRI'], 'distances': [2.2]}, {'token': 'DTC', 'suggestions': ['KEEP_DTC_DTC'], 'distances': [2.2]}, {'token': 'NNC_CCP', 'suggestions': ['KEEP_NNC_CCP_NNC_CCP'], 'distances': [2.2]}, {'token': 'JJD', 'suggestions': ['KEEP_JJD_JJD'], 'distances': [2.2]}, {'token': 'PRO', 'suggestions': ['DELETE_PRO'], 'distances': [2.2]}]"
Pareho din kasi silang nagkocover ng sports events,Pareho rin kasi silang nagkocover ng sports events,,,
Doon na lang ayos na,Doon na lang ayos na,Doong ayos na,[],"[{'token': 'PRO_CCP', 'suggestions': ['KEEP_PRO_CCP_PRO_CCP'], 'distances': [2.2]}, {'token': 'RBI', 'suggestions': ['DELETE_RBI'], 'distances': [2.2]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC'], 'distances': [2.2]}, {'token': 'CCP', 'suggestions': ['KEEP_CCP_CCP'], 'distances': [2.2]}]"
Samantala nagsagawa ng operasyon angpulisya sa Brgy,Samantala nagsagawa ng operasyon ang pulisya sa Brgy,,,
Inaalam pa ang pagkakakilanlan an sumundong lalaki,Inaalam pa ang pagkakakilanlan an sumundong lalaki,Inaalam pa ang aga pagkakakilanlan,[],"[{'token': 'VBTS', 'suggestions': ['KEEP_VBTS_VBTS', 'KEEP_VBTS_VBTS', 'SUBSTITUTE_VBTS_NNC'], 'distances': [1.2, 2.4, 3]}, {'token': 'RBI', 'suggestions': ['KEEP_RBI_RBI', 'SUBSTITUTE_RBI_NNC', 'KEEP_RBI_RBI', 'SUBSTITUTE_RBI_NNC', 'DELETE_RBI'], 'distances': [1.2, 2, 2.4, 2, 3]}, {'token': 'DTC', 'suggestions': ['KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'DELETE_DTC', 'KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'KEEP_DTC_DTC'], 'distances': [1.2, 2, 1, 2.4, 2, 3]}, {'token': 'JJD', 'suggestions': ['INSERT_JJD'], 'distances': [0.8]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'SUBSTITUTE_NNC_JJD_CCP', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC'], 'distances': [1.2, 2, 1, 2.4, 2, 3]}, {'token': 'DTC', 'suggestions': ['DELETE_DTC', 'DELETE_DTC', 'KEEP_DTC_DTC', 'DELETE_DTC', 'DELETE_DTC', 'DELETE_DTC'], 'distances': [1.2, 2, 1, 2.4, 2, 3]}, {'token': 'JJD_CCP', 'suggestions': ['DELETE_JJD_CCP', 'KEEP_JJD_CCP_JJD_CCP', 'DELETE_JJD_CCP', 'DELETE_JJD_CCP', 'DELETE_JJD_CCP'], 'distances': [2, 1, 2.4, 2, 3]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'DELETE_NNC', 'DELETE_NNC'], 'distances': [1, 2, 3]}]"
Dagdag na komento ng aming source Walang katotohanan yun,Dagdag na komento ng aming source Walang katotohanan yun,,,
Its nice” pagbabahagi ng ng aktor,Its nice” pagbabahagi ng aktor,,,
Nung time na yon nakakalungkot nadown rin ako,Nung time na yon nakakalungkot nadown din ako,alang timeng dos n,[],"[{'token': 'RBW_CCP', 'suggestions': ['SUBSTITUTE_RBW_CCP_CCT', 'DELETE_RBW_CCP'], 'distances': [5.800000000000001, 4.6000000000000005]}, {'token': 'JJD_CCP', 'suggestions': ['KEEP_JJD_CCP_JJD_CCP', 'KEEP_JJD_CCP_JJD_CCP', 'KEEP_JJD_CCP_JJD_CCP', 'KEEP_JJD_CCP_JJD_CCP'], 'distances': [5.800000000000001, 3.5999999999999996, 4.6000000000000005, 3.5999999999999996]}, {'token': 'PRO', 'suggestions': ['SUBSTITUTE_PRO_FW', 'SUBSTITUTE_PRO_FW', 'SUBSTITUTE_PRO_LM', 'SUBSTITUTE_PRO_FW', 'SUBSTITUTE_PRO_FW', 'SUBSTITUTE_PRO_LM'], 'distances': [5.800000000000001, 3.5999999999999996, 4.6000000000000005, 4.6000000000000005, 3.5999999999999996, 5.800000000000001]}, {'token': 'VBTR', 'suggestions': ['DELETE_VBTR', 'SUBSTITUTE_VBTR_PMS', 'DELETE_VBTR', 'SUBSTITUTE_VBTR_LM', 'SUBSTITUTE_VBTR_PMS', 'SUBSTITUTE_VBTR_PMS', 'DELETE_VBTR'], 'distances': [5.800000000000001, 3.5999999999999996, 4.6000000000000005, 4.6000000000000005, 4.6000000000000005, 3.5999999999999996, 5.800000000000001]}, {'token': 'FW', 'suggestions': ['DELETE_FW', 'DELETE_FW', 'KEEP_FW_FW', 'KEEP_FW_FW', 'DELETE_FW', 'SUBSTITUTE_FW_NNC', 'KEEP_FW_FW'], 'distances': [5.800000000000001, 3.5999999999999996, 4.6000000000000005, 4.6000000000000005, 4.6000000000000005, 3.5999999999999996, 5.800000000000001]}, {'token': 'RBF', 'suggestions': ['DELETE_RBF', 'DELETE_RBF', 'DELETE_RBF', 'DELETE_RBF', 'DELETE_RBF', 'DELETE_RBF', 'DELETE_RBF'], 'distances': [5.800000000000001, 3.5999999999999996, 4.6000000000000005, 4.6000000000000005, 4.6000000000000005, 3.5999999999999996, 5.800000000000001]}, {'token': 'PMS', 'suggestions': ['DELETE_PMS', 'KEEP_PMS_PMS', 'KEEP_PMS_PMS', 'DELETE_PMS', 'DELETE_PMS', 'KEEP_PMS_PMS'], 'distances': [3.5999999999999996, 4.6000000000000005, 4.6000000000000005, 4.6000000000000005, 3.5999999999999996, 5.800000000000001]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'DELETE_NNC', 'KEEP_NNC_NNC'], 'distances': [4.6000000000000005, 4.6000000000000005, 3.5999999999999996, 5.800000000000001]}, {'token': 'PRS', 'suggestions': ['DELETE_PRS', 'DELETE_PRS'], 'distances': [4.6000000000000005, 5.800000000000001]}]"
 overall pick noong  PBA rookie Draft, overall pick noong  PBA Rookie Draft,overall pick noong Abu,[],"[{'token': 'FW', 'suggestions': ['KEEP_FW_FW', 'KEEP_FW_FW'], 'distances': [1.2, 2.4]}, {'token': 'FW', 'suggestions': ['KEEP_FW_FW', 'DELETE_FW', 'KEEP_FW_FW'], 'distances': [1.2, 2.2, 2.4]}, {'token': 'RBW_CCP', 'suggestions': ['KEEP_RBW_CCP_RBW_CCP', 'KEEP_RBW_CCP_RBW_CCP', 'KEEP_RBW_CCP_RBW_CCP'], 'distances': [1.2, 2.2, 2.4]}, {'token': 'NNPA', 'suggestions': ['SUBSTITUTE_NNPA_NNP', 'SUBSTITUTE_NNPA_NNP', 'SUBSTITUTE_NNPA_NNP'], 'distances': [1.2, 2.2, 2.4]}, {'token': 'FW', 'suggestions': ['DELETE_FW', 'KEEP_FW_FW', 'DELETE_FW'], 'distances': [1.2, 2.2, 2.4]}, {'token': 'NNP', 'suggestions': ['DELETE_NNP', 'DELETE_NNP'], 'distances': [2.2, 2.4]}]"
Ang lutein ay makakatulongsa pagprotekta sa ating eye health,Ang lutein ay makakatulong sa pagprotekta sa ating eye health,Ang lutein ay makakatulongsa sa,[],"[{'token': 'DTC', 'suggestions': ['KEEP_DTC_DTC', 'KEEP_DTC_DTC'], 'distances': [1.2, 2.4]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC'], 'distances': [1.2, 2.4, 2.4, 3.5999999999999996]}, {'token': 'LM', 'suggestions': ['KEEP_LM_LM', 'KEEP_LM_LM', 'SUBSTITUTE_LM_CCT', 'KEEP_LM_LM', 'SUBSTITUTE_LM_CCT', 'SUBSTITUTE_LM_CCT'], 'distances': [1.2, 2.4, 3, 2.4, 3.5999999999999996, 3]}, {'token': 'VBW', 'suggestions': ['KEEP_VBW_VBW', 'KEEP_VBW_VBW', 'SUBSTITUTE_VBW_PRSP_CCP', 'SUBSTITUTE_VBW_CCT', 'KEEP_VBW_VBW', 'SUBSTITUTE_VBW_PRSP_CCP', 'SUBSTITUTE_VBW_PRSP_CCP'], 'distances': [1.2, 2.4, 3, 2, 2.4, 3.5999999999999996, 3]}, {'token': 'VBW', 'suggestions': ['DELETE_VBW', 'DELETE_VBW', 'SUBSTITUTE_VBW_FW', 'SUBSTITUTE_VBW_PRSP_CCP', 'DELETE_VBW', 'SUBSTITUTE_VBW_FW', 'SUBSTITUTE_VBW_FW'], 'distances': [1.2, 2.4, 3, 2, 2.4, 3.5999999999999996, 3]}, {'token': 'CCT', 'suggestions': ['KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'DELETE_CCT', 'SUBSTITUTE_CCT_FW', 'KEEP_CCT_CCT', 'DELETE_CCT', 'SUBSTITUTE_CCT_FW'], 'distances': [1.2, 2.4, 3, 2, 2.4, 3.5999999999999996, 3]}, {'token': 'PRSP_CCP', 'suggestions': ['DELETE_PRSP_CCP', 'DELETE_PRSP_CCP', 'DELETE_PRSP_CCP', 'DELETE_PRSP_CCP', 'DELETE_PRSP_CCP', 'DELETE_PRSP_CCP'], 'distances': [2.4, 3, 2, 2.4, 3.5999999999999996, 3]}, {'token': 'FW', 'suggestions': ['DELETE_FW', 'KEEP_FW_FW', 'DELETE_FW', 'DELETE_FW'], 'distances': [3, 2, 3.5999999999999996, 3]}, {'token': 'FW', 'suggestions': ['DELETE_FW', 'DELETE_FW'], 'distances': [2, 3]}]"
Hey Joe ang title ng nasabing movie sila Arjo,Hey Joe ang title ng nasabing movie nila Arjo,,,
Iba yung driver ng motor iba yung gunman,Iba yung driver ng motor iba yung gunman,,,
Nasugatan sa pagsabog ang isang lalaking TRICYCLE driver,Nasugatan sa pagsabog ang isang lalaking tricycle driver,kasulatan ang na na,[],"[{'token': 'VBTS', 'suggestions': ['SUBSTITUTE_VBTS_NNC', 'SUBSTITUTE_VBTS_DTC'], 'distances': [2, 3]}, {'token': 'CCT', 'suggestions': ['SUBSTITUTE_CCT_DTC', 'SUBSTITUTE_CCT_DTC', 'SUBSTITUTE_CCT_PRI_CCP', 'SUBSTITUTE_CCT_DTC'], 'distances': [2, 2, 3, 3.2]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'SUBSTITUTE_NNC_PRI_CCP', 'DELETE_NNC', 'SUBSTITUTE_NNC_NNC_CCP', 'SUBSTITUTE_NNC_PRI_CCP'], 'distances': [2, 2, 2.2, 3, 3.2]}, {'token': 'DTC', 'suggestions': ['DELETE_DTC', 'SUBSTITUTE_DTC_NNC_CCP', 'KEEP_DTC_DTC', 'SUBSTITUTE_DTC_NNP', 'SUBSTITUTE_DTC_NNC_CCP'], 'distances': [2, 2, 2.2, 3, 3.2]}, {'token': 'PRI_CCP', 'suggestions': ['DELETE_PRI_CCP', 'SUBSTITUTE_PRI_CCP_NNP', 'KEEP_PRI_CCP_PRI_CCP', 'DELETE_PRI_CCP', 'SUBSTITUTE_PRI_CCP_NNP'], 'distances': [2, 2, 2.2, 3, 3.2]}, {'token': 'NNC_CCP', 'suggestions': ['DELETE_NNC_CCP', 'DELETE_NNC_CCP', 'KEEP_NNC_CCP_NNC_CCP', 'DELETE_NNC_CCP', 'DELETE_NNC_CCP'], 'distances': [2, 2, 2.2, 3, 3.2]}, {'token': 'NNP', 'suggestions': ['DELETE_NNP', 'KEEP_NNP_NNP', 'DELETE_NNP', 'DELETE_NNP'], 'distances': [2, 2.2, 3, 3.2]}, {'token': 'FW', 'suggestions': ['DELETE_FW', 'DELETE_FW'], 'distances': [2.2, 3.2]}]"
Makatarungan ba ang mga kondisyong sa ilalim nito,Makatarungan ba ang mga kondisyong sa ilalim nito,ang mga kondisyong sa ilalim,[],"[{'token': 'VBTF', 'suggestions': ['DELETE_VBTF', 'SUBSTITUTE_VBTF_DTC'], 'distances': [1, 2]}, {'token': 'RBI', 'suggestions': ['KEEP_RBI_RBI', 'DELETE_RBI', 'SUBSTITUTE_RBI_DTCP', 'DELETE_RBI'], 'distances': [1, 1, 2, 2.2]}, {'token': 'DTC', 'suggestions': ['KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'SUBSTITUTE_DTC_NNC', 'KEEP_DTC_DTC'], 'distances': [1, 1, 1.2, 2, 2.2]}, {'token': 'DTCP', 'suggestions': ['KEEP_DTCP_DTCP', 'KEEP_DTCP_DTCP', 'KEEP_DTCP_DTCP', 'SUBSTITUTE_DTCP_CCT', 'KEEP_DTCP_DTCP'], 'distances': [1, 1, 1.2, 2, 2.2]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'SUBSTITUTE_NNC_JJD', 'KEEP_NNC_NNC'], 'distances': [1, 1, 1.2, 2, 2.2]}, {'token': 'CCT', 'suggestions': ['KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'DELETE_CCT', 'KEEP_CCT_CCT'], 'distances': [1, 1, 1.2, 2, 2.2]}, {'token': 'JJD', 'suggestions': ['KEEP_JJD_JJD', 'KEEP_JJD_JJD', 'DELETE_JJD', 'KEEP_JJD_JJD'], 'distances': [1, 1.2, 2, 2.2]}, {'token': 'PRO', 'suggestions': ['DELETE_PRO', 'DELETE_PRO'], 'distances': [1.2, 2.2]}]"
Ganun raw ang matatapang na tao,Ganun daw ang matatapang na tao,,,
May nasilip din silang kung ano sa lungs ko,May nasilip din silang kung ano sa lungs ko,nasilip - n kung ano,[],"[{'token': 'VBH', 'suggestions': ['DELETE_VBH', 'DELETE_VBH'], 'distances': [2.2, 3.4000000000000004]}, {'token': 'VBTS', 'suggestions': ['KEEP_VBTS_VBTS', 'KEEP_VBTS_VBTS', 'KEEP_VBTS_VBTS', 'SUBSTITUTE_VBTS_PMS'], 'distances': [2.2, 2.4, 3.4000000000000004, 3.2]}, {'token': 'RBF', 'suggestions': ['DELETE_RBF', 'DELETE_RBF', 'DELETE_RBF', 'DELETE_RBF', 'SUBSTITUTE_RBF_NNC', 'DELETE_RBF'], 'distances': [2.2, 2.4, 2.2, 3.4000000000000004, 3.2, 3.4000000000000004]}, {'token': 'PMS', 'suggestions': ['KEEP_PMS_PMS', 'KEEP_PMS_PMS', 'KEEP_PMS_PMS', 'KEEP_PMS_PMS', 'KEEP_PMS_PMS', 'SUBSTITUTE_PMS_RBK', 'KEEP_PMS_PMS', 'KEEP_PMS_PMS'], 'distances': [2.2, 2.4, 2.2, 2.4, 3.4000000000000004, 3.2, 3.4000000000000004, 3.5999999999999996]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'SUBSTITUTE_NNC_RBQ', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC'], 'distances': [2.2, 2.4, 2.2, 2.4, 4.6000000000000005, 3.4000000000000004, 3.2, 3.4000000000000004, 3.5999999999999996, 3.5999999999999996]}, {'token': 'PRP_CCP', 'suggestions': ['SUBSTITUTE_PRP_CCP_PRP', 'DELETE_PRP_CCP', 'DELETE_PRP_CCP', 'DELETE_PRP_CCP', 'SUBSTITUTE_PRP_CCP_CCT', 'SUBSTITUTE_PRP_CCP_PMS_', 'DELETE_PRP_CCP', 'DELETE_PRP_CCP', 'DELETE_PRP_CCP', 'DELETE_PRP_CCP', 'DELETE_PRP_CCP'], 'distances': [2.2, 2.4, 2.2, 2.4, 4.6000000000000005, 4.6000000000000005, 3.4000000000000004, 3.2, 3.4000000000000004, 3.5999999999999996, 3.5999999999999996]}, {'token': 'RBK', 'suggestions': ['KEEP_RBK_RBK', 'KEEP_RBK_RBK', 'KEEP_RBK_RBK', 'SUBSTITUTE_RBK_NNC', 'SUBSTITUTE_RBK_CCT', 'KEEP_RBK_RBK', 'DELETE_RBK', 'KEEP_RBK_RBK', 'KEEP_RBK_RBK', 'KEEP_RBK_RBK'], 'distances': [2.4, 2.2, 2.4, 4.6000000000000005, 4.6000000000000005, 3.4000000000000004, 3.2, 3.4000000000000004, 3.5999999999999996, 3.5999999999999996]}, {'token': 'RBQ', 'suggestions': ['KEEP_RBQ_RBQ', 'KEEP_RBQ_RBQ', 'DELETE_RBQ', 'SUBSTITUTE_RBQ_NNC', 'DELETE_RBQ', 'KEEP_RBQ_RBQ', 'KEEP_RBQ_RBQ', 'KEEP_RBQ_RBQ'], 'distances': [2.2, 2.4, 4.6000000000000005, 4.6000000000000005, 3.2, 3.4000000000000004, 3.5999999999999996, 3.5999999999999996]}, {'token': 'CCT', 'suggestions': ['DELETE_CCT', 'DELETE_CCT', 'SUBSTITUTE_CCT_PRS', 'DELETE_CCT', 'DELETE_CCT', 'SUBSTITUTE_CCT_PRS'], 'distances': [2.4, 4.6000000000000005, 4.6000000000000005, 3.4000000000000004, 3.5999999999999996, 3.5999999999999996]}, {'token': 'NNC', 'suggestions': ['DELETE_NNC', 'DELETE_NNC', 'DELETE_NNC', 'DELETE_NNC'], 'distances': [4.6000000000000005, 4.6000000000000005, 3.5999999999999996, 3.5999999999999996]}, {'token': 'PRS', 'suggestions': ['DELETE_PRS', 'DELETE_PRS'], 'distances': [4.6000000000000005, 3.5999999999999996]}]"
Ang sabi niyaepekto ito ng kanyang stroke noong ,Ang sabi niya epekto ito ng kanyang stroke noong ,,,
Idol ko siya mataas ang respeto ko SA kanya,Idol ko siya mataas ang respeto ko sa kanya,na kamo ang mataas ang respeto,[],"[{'token': 'VBS', 'suggestions': ['SUBSTITUTE_VBS_CCP', 'SUBSTITUTE_VBS_CCP'], 'distances': [4.6000000000000005, 5.800000000000001]}, {'token': 'PRS', 'suggestions': ['SUBSTITUTE_PRS_JJD', 'SUBSTITUTE_PRS_CCP', 'SUBSTITUTE_PRS_JJD', 'SUBSTITUTE_PRS_CCP'], 'distances': [4.6000000000000005, 4.6000000000000005, 5.800000000000001, 5.800000000000001]}, {'token': 'PRS', 'suggestions': ['SUBSTITUTE_PRS_DTC', 'DELETE_PRS', 'SUBSTITUTE_PRS_CCP', 'SUBSTITUTE_PRS_DTC', 'DELETE_PRS', 'SUBSTITUTE_PRS_CCP'], 'distances': [4.6000000000000005, 4.6000000000000005, 4.6000000000000005, 5.800000000000001, 5.800000000000001, 5.800000000000001]}, {'token': 'JJD', 'suggestions': ['SUBSTITUTE_JJD_NNC', 'KEEP_JJD_JJD', 'KEEP_JJD_JJD', 'KEEP_JJD_JJD', 'SUBSTITUTE_JJD_NNC', 'KEEP_JJD_JJD', 'KEEP_JJD_JJD'], 'distances': [4.6000000000000005, 4.6000000000000005, 4.6000000000000005, 4.6000000000000005, 5.800000000000001, 5.800000000000001, 5.800000000000001]}, {'token': 'DTC', 'suggestions': ['DELETE_DTC', 'KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'DELETE_DTC', 'KEEP_DTC_DTC', 'KEEP_DTC_DTC'], 'distances': [4.6000000000000005, 4.6000000000000005, 4.6000000000000005, 4.6000000000000005, 5.800000000000001, 5.800000000000001, 5.800000000000001]}, {'token': 'NNC', 'suggestions': ['DELETE_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'DELETE_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC'], 'distances': [4.6000000000000005, 4.6000000000000005, 4.6000000000000005, 4.6000000000000005, 5.800000000000001, 5.800000000000001, 5.800000000000001]}, {'token': 'PRS', 'suggestions': ['DELETE_PRS', 'DELETE_PRS', 'DELETE_PRS', 'DELETE_PRS', 'DELETE_PRS', 'DELETE_PRS'], 'distances': [4.6000000000000005, 4.6000000000000005, 4.6000000000000005, 5.800000000000001, 5.800000000000001, 5.800000000000001]}, {'token': 'NNPA', 'suggestions': ['DELETE_NNPA', 'DELETE_NNPA', 'DELETE_NNPA', 'DELETE_NNPA'], 'distances': [4.6000000000000005, 4.6000000000000005, 5.800000000000001, 5.800000000000001]}, {'token': 'PRSP', 'suggestions': ['DELETE_PRSP', 'DELETE_PRSP'], 'distances': [4.6000000000000005, 5.800000000000001]}]"
