Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions
Nahuhulog iyan sa third floor ng condo na tinutuluyan nila.,Nahulog iyan sa third floor ng condo na tinutuluyan nila.,Nahuhulog iyan sa third floor ng condo na tinutuluyan nila.,[],{}
"Ang pinaka-goal ko kung magdesisyon man akong tumakbo ng presidente at ilagay ako ng Panginoon riyan ay sisiguraduhin ko sa inyo na ipapakulong ko lahat ng mga kawatan sa gobyerno, lahad ni Pacquiao.","Ang pinaka-goal ko kung magdesisyon man akong tumakbo ng presidente at ilagay ako ng Panginoon diyan ay sisiguraduhin ko sa inyo na ipapakulong ko lahat ng mga kawatan sa gobyerno, lahad ni Pacquiao.","Ang pinaka-goal ko kung magdesisyon man akong tumakbo ng presidente at ilagay ako ng Panginoon riyan ay sisiguraduhin ko sa inyo na ipapakulong ko lahat ng mga kawatan sa gobyerno, lahad ni quiao.",['Pacquiao'],"{'Pacquiao': ['acquire', 'acquit', 'quiao', 'acacia', 'acquired']}"
"Ayon naman kay Interior Undersecretary Epimaco Densing sa PTV4 kanina, hindi-naman magkakaroon ng problema sa pagtawidang mga taga-NCR papunta saisa pang teritoryo kahit na magpapatupad ng bagong alert system.","Ayon naman kay Interior Undersecretary Epimaco Densing sa PTV4 kanina, hindi naman magkakaroon ng problema sa pagtawidang mga taga-NCR papunta saisa pang teritoryo kahit na magpapatupad ng bagong alert system.","Ayon naman kay Interior Undersecretary epic ceasing sa apt kanina, hindi-naman magkakaroon ng problema sa pagtawanang mga taga-NCR papunta paisa pang teritoryo kahit na magpapatupad ng bagong alert system.","['Epimaco', 'Densing', 'PTV4', 'pagtawidang', 'saisa']","{'Epimaco': ['animado', 'apinado', 'epic', 'epika', 'epikang'], 'Densing': ['bansing', 'bensina', 'ceasing', 'dagsing', 'danasing'], 'PTV4': ['ptv', 'tv', 'apt', 'at', 'ata'], 'pagtawidang': ['pagpawisang', 'pagtalimang', 'pagtawanang', 'pagtawang', 'ipagtawang'], 'saisa': ['baisa', 'kaisa', 'paisa', 'sais', 'saksa']}"
Sinabi ni Ice na kaagad siyang nag-yes ng malaman ang sorpresang gagawin para kay Sphencer.,Sinabi ni Ice na kaagad siyang nag-yes nang malaman ang sorpresang gagawin para kay Sphencer.,Sinabi ni Ice na kaagad siyang nag-yes ng malaman ang sorpresang gagawin para kay opener.,['Sphencer'],"{'Sphencer': ['silencer', 'spender', 'opener', 'science', 'sciences']}"
"Sa ulat ng 24 Oras nitong Huwebes, sinabing base sa paunang imbestigasyon, nawalan ng kontrol ang SUV matapos itong magovertake sa sinusundang AUV.","Sa ulat ng 24 Oras nitong Huwebes, sinabing base sa paunang imbestigasyon, nawalan ng kontrol ang SUV matapos itong mag-overtake sa sinusundang AUV.","Sa ulat ng ag Oras nitong Huwebes, sinabing base sa paunang imbestigasyon, nawalan ng kontrol ang sum matapos itong magreretoke sa sinusundang aag.","['24', 'SUV', 'magovertake', 'AUV']","{'24': ['ab', 'ad', 'ag', 'ah', 'ak'], 'SUV': ['su', 'sub', 'sum', 'sun', 'sur'], 'magovertake': ['oovertake', 'overtake', 'magreretoke', 'magretoke', 'magtake'], 'AUV': ['au', 'aut', 'aag', 'aal', 'aam']}"
"Naman ninyo pandemic kasi ngayon eh at marami lalo nariyan sa hindi naman masyadong sikat na stars, nawawala talagangpinagkakakitaan, kaya umiisip sila ng kung anu-anong gimmick parakumita.","Naman ninyo pandemic kasi ngayon eh at marami lalo nariyan sa hindi naman masyadong sikat na stars, wala talagangpinagkakakitaan, kaya umiisip sila ng kung anu-anong gimmick parakumita.","Naman ninyo pandemic kasi ngayon eh at marami lalo nariyan sa hindi naman masyadong sikat na stars, nawawala pagkakakitaan, kaya umiisip sila ng kung anu-anong gimmick paramitan.","['talagangpinagkakakitaan', 'parakumita']","{'talagangpinagkakakitaan': ['pinagkakakitaan', 'mapagkakakitaan', 'pagkakakitaan', 'pinagkakailaan', 'pinagkakaitan'], 'parakumita': ['parakaida', 'paramit', 'paramitan', 'barakuda', 'darakila']}"
Ang mga naturang bayad ay bigay sa nagtrabaho.,Ang mga naturang bayad ay ibibigay sa nagtrabaho.,Ang mga naturang bayad ay bigay sa nagtrabaho.,[],{}
Kaya umano tumaas ang mga kaso ay dahil sa hindi pa rin fully vaccinated o nakapag-booster ang maraming tao na sinabayan ng malayang paggalaw nitong mga nakalipas na linggo.,Kaya umano tumaas ang mga kaso ay dahil sa hindi pa rin fully-vaccinated o nakapag-booster ang maraming tao na sinabayan ng malayang paggalaw nitong mga nakalipas na linggo.,Kaya umano tumaas ang mga kaso ay dahil sa hindi pa rin fully vaccinated o nakapag-booster ang maraming tao na sinabayan ng malayang paggalaw nitong mga nakalipas na linggo.,[],{}
"Inihayag rin ni Lakas-CMD president at House Majority leader Martin Romualdez, na susuportahan ng kanilang partido si Marcos, na kaniyang pinsan.","Inihayag din ni Lakas-CMD president at House Majority leader Martin Romualdez, na susuportahan ng kanilang partido si Marcos, na kaniyang pinsan.","Inihayag din ni Lakas-acid president at House Majority leader mariin comrade, na susuportahan ng kanilang partido si Marcos, na kaniyang pinsan.","['CMD', 'Martin', 'Romualdez']","{'CMD': ['amd', 'cms', 'acid', 'ad', 'add'], 'Martin': ['margin', 'marhin', 'mariin', 'martir', 'matin'], 'Romualdez': ['boulder', 'commander', 'comrade', 'comrades', 'komander']}"
Nabatid na nagambagan pa ang mga residente ng barangay para maibili ng pangangailangan ang sanggol.,Nabatid na nag-ambagan pa ang mga residente ng barangay para maibili ng pangangailangan ang sanggol.,Nabatid na nagambala pa ang mga residente ng barangay para maibili ng pangangailangan ang sanggol.,['nagambagan'],"{'nagambagan': ['aambagan', 'inaambagan', 'nagambala', 'nagambalang', 'nagampanan']}"
Sila pa rin kaya ang ma bobotong Dream 7 sa finale?,Sila pa rin kaya ang mabobotong Dream 7 sa finale?,Sila pa rin kaya ang ma bobotong Dream d sa finals?,"['7', 'finale']","{'7': ['b', 'c', 'd', 'e', 'f'], 'finale': ['binale', 'final', 'finals', 'binali', 'binase']}"
Vicki at Dr. Hayden talagang sa Paris ginawa at doon pinupuntahan ang mga bisita.,Vicki at Dr. Hayden talagang sa Paris ginawa at doon pumunta ang mga bisita.,iki at da. hade talagang sa Paris ginawa at doon pinupuntahan ang mga bisita.,"['Vicki', 'Dr', 'Hayden']","{'Vicki': ['biki', 'dick', 'iki', 'kick', 'miki'], 'Dr': ['ar', 'd', 'da', 'de', 'der'], 'Hayden': ['anden', 'garden', 'hade', 'hadeng', 'haen']}"
"Itoy sa huling dalawang linggo nang pag iral ng programa o simula sa Disyembre 15 hanggang Disyembre 31, 2022.","Itoy sa huling dalawang linggo nang pag-iral ng programa o simula sa Disyembre 15 hanggang Disyembre 31, 2022.","Itoy sa huling dalawang linggo nang pag iral ng programa o simula sa Disyembre ag hanggang Disyembre ag, aag.","['15', '31', '2022']","{'15': ['ab', 'ad', 'ag', 'ah', 'ak'], '31': ['ab', 'ad', 'ag', 'ah', 'ak'], '2022': ['p25', 'aaba', 'aag', 'aako', 'aal']}"
"Dati ng may kooperasyon ang MOLE-BARMM at DOLE-12, at nitong Huwebes, muling tiniyak ni Sema at Gonzales, kakaupo lang bilang regional director ng ahensya para sa Region 12, na kanilang magkatuwang na tinataguyod mga bunga ng naturang pagtutulungan.","Dati ng may kooperasyon ang MOLE-BARMM at DOLE-12, at nitong Huwebes, muling tiniyak ni Sema at Gonzales, kakaupo lang bilang regional director ng ahensya para sa Region 12, na kanilang magkatuwang na itataguyod mga bunga ng naturang pagtutulungan.","Dati ng may kooperasyon ang male-arms at DOLE-ag, at nitong Huwebes, muling tiniyak ni seda at goggles, kakaupo lang bilang regional director ng ahensya para sa Region ag, na kanilang magkatuwang na tagataguyod mga bunga ng naturang pagtutulungan.","['MOLE', 'BARMM', '12', 'Sema', 'Gonzales', '12', 'tinataguyod']","{'MOLE': ['dole', 'hole', 'male', 'mile', 'mode'], 'BARMM': ['arm', 'armi', 'arms', 'army', 'bakam'], '12': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Sema': ['sama', 'sea', 'seda', 'semi', 'sera'], 'Gonzales': ['ginalis', 'goals', 'goggles', 'googles', 'korales'], 'tinataguyod': ['itinataguyod', 'itataguyod', 'tagataguyod', 'tumataguyod', 'itaguyod']}"
Pero nakatago sa loob nito ang sako sako ng mga pula at puting sibuyas.,Pero nakatago sa loob nito ang sako-sako ng mga pula at puting sibuyas.,Pero nakatago sa loob nito ang sako sako ng mga pula at puting sibuyas.,[],{}
Walang kamalay-malay ang tatay sa kagagawa ng anak niyang male star at noon ay nagulat na lang siya nang biglang kumalat ang sex video ng kanyang anak.,Walang kamalay-malay ang tatay sa ginagawa ng anak niyang male star at noon ay nagulat na lang siya nang biglang kumalat ang sex video ng kanyang anak.,Walang kamalay-malay ang tatay sa kagagawa ng anak niyang male star at noon ay nagulat na lang siya nang biglang kumalat ang sex video ng kanyang anak.,[],{}
Nilalabanan ng Magnolia sa best-of-seven semifinals series ang mananalo sa laro ng No.,Lalabanan ng Magnolia sa best-of-seven semifinals series ang mananalo sa laro ng No.,Nilalabanan ng Magnolia sa best-of-seven semifinals series ang mananalo sa laro ng No.,[],{}
Kanina lang ng banggitin ni presidential spokesperson Harry Roque na imimumungkahi ng mga Metro Manila mayors ang pagpapatupad ng mas maluwag na Alert Level 3 para na rin mapayagang magbukas ang mas maraming establisyamento sa ngalan ng ekonomiya.,Kanina lang nang banggitin ni presidential spokesperson Harry Roque na imimumungkahi ng mga Metro Manila mayors ang pagpapatupad ng mas maluwag na Alert Level 3 para na rin mapayagang magbukas ang mas maraming establisyamento sa ngalan ng ekonomiya.,Kanina lang ng banggitin ni presidential spokesperson aaray Roque na imumungkahi ng mga Metro Manila mayors ang pagpapatupad ng mas maluwag na Alert Level d para na rin mapayagang magbukas ang mas maraming establisyamento sa ngalan ng ekonomiya.,"['Harry', 'imimumungkahi', '3']","{'Harry': ['carry', 'larry', 'aaray', 'aray', 'army'], 'imimumungkahi': ['iminumungkahi', 'imimumungkahing', 'imumungkahi', 'maimumungkahi', 'iminumungkahing'], '3': ['b', 'c', 'd', 'e', 'f']}"
Ako huwag niyong gumawa sa akin 'yan.,Ako huwag niyong gagawin sa akin 'yan.,Ako huwag niyong gumawa sa akin 'yan.,[],{}
Ang Singapore na nagluwag man sa face mask ay nagiimbak naman ng Paxlovid at Molnupiravir na libreng ibinibigay ng gobyerno.,Ang Singapore na nagluwag man sa face mask ay nag-iimbak naman ng Paxlovid at Molnupiravir na libreng ibinibigay ng gobyerno.,Ang Singapore na nagluwag man sa face mask ay naglimbag naman ng Paxlovid at Molnupiravir na libreng ibinibigay ng gobyerno.,['nagiimbak'],"{'nagiimbak': ['naiimbak', 'maiimbak', 'naglimbag', 'nagsibak', 'nagsimba']}"
So nahirapan ako sa mga gano??ng bagay.,So nahirapan ako sa mga gano??ng mga bagay.,So nahirapan ako sa mga gaano??ng bagay.,['gano'],"{'gano': ['aano', 'ano', 'gaano', 'gabo', 'gago']}"
"Ayon sa Orange County Sheriffs Office, makakakita si Bob na wala nang buhay sa isang kuwarto sa Ritz-Carlton hotel sa Orlando, Florida noong Linggo ng hapon.","Ayon sa Orange County Sheriffs Office, nakita si Bob na wala nang buhay sa isang kuwarto sa Ritz-Carlton hotel sa Orlando, Florida noong Linggo ng hapon.","Ayon sa Orange County serious Office, makakakita si boba na wala nang buhay sa isang kuwarto sa rity-carbon hotel sa organo, flora noong Linggo ng hapon.","['Sheriffs', 'Bob', 'Ritz', 'Carlton', 'Orlando', 'Florida']","{'Sheriffs': ['sheriff', 'series', 'serious', 'shifts', 'tariffs'], 'Bob': ['bab', 'bo', 'boba', 'bobo', 'bog'], 'Ritz': ['rite', 'rito', 'rity', 'bit', 'bite'], 'Carlton': ['bariton', 'canton', 'carbon', 'cartoon', 'kariton'], 'Orlando': ['obando', 'organdi', 'organo', 'armado', 'bando'], 'Florida': ['florita', 'plorida', 'flora', 'floranda', 'florist']}"
"Para naman sa nakatanggap ng single dose na Janssen at Sputnik Light, maaari ng magpa-booster shot matapos ang tatlong buwan.","Para naman sa nakatanggap ng single dose na Janssen at Sputnik Light, maaari nang magpa-booster shot matapos ang tatlong buwan.","Para naman sa nakatanggap ng single dose na absen at ipunin Light, maaari ng magpa-booster shot matapos ang tatlong buwan.","['Janssen', 'Sputnik']","{'Janssen': ['aabsen', 'aanasan', 'absen', 'anasan', 'anden'], 'Sputnik': ['putik', 'ipitik', 'ipunin', 'maputik', 'panik']}"
"Lumabas na nga ang balitang dumalo na raw ang aktres sa story conference ng bagong programang gumagawa ng Kapamilya network, kasama raw sina Janine Gutierrez at Paulo Avelino.","Lumabas na nga ang balitang dumalo na raw ang aktres sa story conference ng bagong programang gagawin ng Kapamilya network, kasama raw sina Janine Gutierrez at Paulo Avelino.","Lumabas na nga ang balitang dumalo na raw ang aktres sa story conference ng bagong programang gumagawa ng Kapamilya network, kasama raw sina aaning stirrer at Paulo aberin.","['Janine', 'Gutierrez', 'Avelino']","{'Janine': ['canine', 'janice', 'aaning', 'aning', 'anino'], 'Gutierrez': ['aguirre', 'gutter', 'stirrer', 'tiered', 'arteries'], 'Avelino': ['asesino', 'aaling', 'aberin', 'adelanto', 'airline']}"
"May karapatan naman siyang aartehan nang wala sa hulog, marami na siyang napatunayan, may K siyang mag-inarte.","May karapatan naman siyang umarte nang wala sa hulog, marami na siyang napatunayan, may K siyang mag-inarte.","May karapatan naman siyang aarkuhan nang wala sa hulog, marami na siyang napatunayan, may K siyang mag-ginarote.","['aartehan', 'inarte']","{'aartehan': ['aartihan', 'aaktuhan', 'aarkuhan', 'aartihang', 'aaryahan'], 'inarte': ['aarte', 'arte', 'ginarote', 'inaral', 'inari']}"
"Nang sinubukan na daw ni Menchi na tawagan ang kanyang abogado, sadya raw siyang pinigilan ng mga pulis.","Nang sinubukan na raw ni Menchi na tawagan ang kanyang abogado, sadya raw siyang pinigilan ng mga pulis.","Nang sinubukan na raw ni beach na tawagan ang kanyang abogado, sadya raw siyang pinigilan ng mga pulis.",['Menchi'],"{'Menchi': ['manahi', 'mecha', 'beach', 'binhi', 'each']}"
"Robin Sarmiento naganap naganap ang insidente dakong alas-8:30 ng umaga sa Bambang Road, San Miguel, San Simon.","Robin Sarmiento naganap ang insidente dakong alas-8:30 ng umaga sa Bambang Road, San Miguel, San Simon.","bobina garment naganap naganap ang insidente dakong alas-d:ag ng umaga sa Bambang Road, San bigtal, San simot.","['Robin', 'Sarmiento', '8', '30', 'Miguel', 'Simon']","{'Robin': ['babin', 'bin', 'bobina', 'cabin', 'coin'], 'Sarmiento': ['sarhento', 'aumento', 'garment', 'garments', 'maminto'], '8': ['b', 'c', 'd', 'e', 'f'], '30': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Miguel': ['pigue', 'anghel', 'bigtal', 'biguin', 'biofuel'], 'Simon': ['dimon', 'limon', 'simot', 'simoy', 'sipon']}"
Ito ay ayon na din sa Foreign Minister ng Japan na si Toshimitsu Motegi.,Ito ay ayon na rin sa Foreign Minister ng Japan na si Toshimitsu Motegi.,Ito ay ayon na rin sa Foreign Minister ng aaman na si espiritu bateri.,"['Japan', 'Toshimitsu', 'Motegi']","{'Japan': ['apan', 'sapan', 'aaman', 'aapa', 'aapain'], 'Toshimitsu': ['tsimis', 'anmitsu', 'espiritu', 'exhibits', 'hostility'], 'Motegi': ['motel', 'motels', 'bateri', 'bodega', 'bote']}"
"Pero nitong Lunes, tuluyan nang nagwakas ang kanilang pangungulila sa isat i sa nang matapos na ang quarantine period ni Dina at nakauwi na siya sa kaniyang pamilya.","Pero nitong Lunes, tuluyan nang nagwakas ang kanilang pangungulila sa isat isa nang matapos na ang quarantine period ni Dina at nakauwi na siya sa kaniyang pamilya.","Pero nitong Lunes, tuluyan nang nagwakas ang kanilang pangungulila sa isat i sa nang matapos na ang quarantine period ni Dina at nakauwi na siya sa kaniyang pamilya.",[],{}
Target ng Beermen ang ikaapat na sunod na pananalasa habang pinipigil ng Tropang Giga ang kanilang dalawang dikit na kamalasan sa banggaan nila ngayong alas-6 ng gabi sa PBA Governors Cup sa Smart Araneta Coliseum.,Target ng Beermen ang ikaapat na sunod na pananalasa habang pipigilin ng Tropang Giga ang kanilang dalawang dikit na kamalasan sa banggaan nila ngayong alas-6 ng gabi sa PBA Governors Cup sa Smart Araneta Coliseum.,Target ng bearer ang ikaapat na sunod na pananalasa habang pinipigil ng Tropang gaga ang kanilang dalawang dikit na kamalasan sa banggaan nila ngayong alas-d ng gabi sa iba Governors Cup sa Smart planeta koliseo.,"['Beermen', 'Giga', '6', 'PBA', 'Araneta', 'Coliseum']","{'Beermen': ['airmen', 'bargen', 'bearer', 'became', 'become'], 'Giga': ['biga', 'diga', 'gaga', 'gia', 'giba'], '6': ['b', 'c', 'd', 'e', 'f'], 'PBA': ['aba', 'ba', 'iba', 'pa', 'paa'], 'Araneta': ['aanta', 'aranya', 'planeta', 'pranela', 'raketa'], 'Coliseum': ['coliform', 'colorum', 'koliseo', 'bolista', 'bolyum']}"
Trending rin ang sagot ni Gabb sa tanong ni Robi tungkol sa pinakamahabang tulay sa Pilipinas na nagdudugtong sa Samar at Leyte.,Trending din ang sagot ni Gabb sa tanong ni Robi tungkol sa pinakamahabang tulay sa Pilipinas na nagdudugtong sa Samar at Leyte.,Trending din ang sagot ni gabo sa tanong ni ambi tungkol sa pinakamahabang tulay sa Pilipinas na nagdurugtong sa samat at bente.,"['Gabb', 'Robi', 'nagdudugtong', 'Samar', 'Leyte']","{'Gabb': ['gabe', 'gabi', 'gabo', 'aaba', 'ab'], 'Robi': ['hobi', 'rubi', 'ambi', 'bi', 'bibi'], 'nagdudugtong': ['nagduduetong', 'nagdudugsong', 'nagdurugtong', 'pagdudugtong', 'magduduetong'], 'Samar': ['sama', 'samal', 'samat', 'aama', 'aamak'], 'Leyte': ['lente', 'aseyte', 'bente', 'este', 'eye']}"
Layon ng panukala na amiyendahan ang OSH law (RA 11058) para makulong ng anim hanggang 12 taon ang mga employer na kalalabag sa OSH law na dahilan ng disgrasya sa trabaho tulad ng pagkamatay ng kanilang empleyado.,Layon ng panukala na amiyendahan ang OSH law (RA 11058) para makulong ng anim hanggang 12 taon ang mga employer na lalabag sa OSH law na dahilan ng disgrasya sa trabaho tulad ng pagkamatay ng kanilang empleyado.,Layon ng panukala na amiyendahan ang os law (RA p75) para makulong ng anim hanggang ag taon ang mga employer na malalabag sa os law na dahilan ng disgrasya sa trabaho tulad ng pagkamatay ng kanilang empleyado.,"['OSH', '11058', '12', 'kalalabag', 'OSH']","{'OSH': ['ash', 'oh', 'os', 'osa', 'oso'], '11058': ['p25', 'p57', 'p75', 'aaari', 'aaba'], '12': ['ab', 'ad', 'ag', 'ah', 'ak'], 'kalalabag': ['kalalabas', 'kalalapag', 'malalabag', 'nalalabag', 'kaalaban']}"
"Nakilala at pinaghahanap na man ngayon na suspek na si Mark Galicia, 30.","Nakilala at pinaghahanap naman ngayon na suspek na si Mark Galicia, 30.","Nakilala at pinaghahanap na man ngayon na suspek na si Mark galisin, ag.","['Galicia', '30']","{'Galicia': ['galeria', 'galirya', 'galisin', 'galitin', 'aalila'], '30': ['ab', 'ad', 'ag', 'ah', 'ak']}"
"Sa kabuuan, nagtapos nang masaya-at mapayapa ang pagdiriwang ng ika-124 Philippine Independence day sa New York City.","Sa kabuuan, nagtapos nang masaya at mapayapa ang pagdiriwang ng ika-124 Philippine Independence day sa New York City.","Sa kabuuan, nagtapos nang masaya-at mapayapa ang pagdiriwang ng ika-aal Philippine Independence day sa New yor City.","['124', 'York']","{'124': ['p25', 'aag', 'aal', 'aam', 'aat'], 'York': ['pork', 'work', 'yor', 'book', 'born']}"
"Sa episode nang ??Fast Talk with Boy Abunda? nitong Miyerkoles, inihayag ni Tito Boy ang paghanga niya sa kagandahan ni Arra.","Sa episode ng ??Fast Talk with Boy Abunda? nitong Miyerkoles, inihayag ni Tito Boy ang paghanga niya sa kagandahan ni Arra.","Sa episode nang ??Fast Talk with Boy abusada? nitong mirekules, inihayag ni Tito Boy ang paghanga niya sa kagandahan ni arira.","['Abunda', 'Miyerkoles', 'Arra']","{'Abunda': ['abenida', 'abunado', 'abusada', 'agenda', 'ayuda'], 'Miyerkoles': ['miyerkules', 'Miyerkules', 'mirekules', 'biyernes', 'Biyernes'], 'Arra': ['area', 'aria', 'arira', 'arka', 'arpa']}"
Kinausap na rin umano nila ang ilang planta na naka schedule magkumpuni na iwasang gawin ito sa panahon ng halalan.,Kinausap na rin umano nila ang ilang planta na naka-schedule magkumpuni na iwasang gawin ito sa panahon ng halalan.,Kinausap na rin umano nila ang ilang planta na naka schedule magkumpuni na iwasang gawin ito sa panahon ng halalan.,[],{}
"Ipakakalat ng Metropolitan Manila Development Authority (MMDA) sa mga pangunahing kalsada ang 2,104 nilang mga tauhan para umalalay sa m ga motorista at publiko sa Semana Santa sa susunod na linggo.","Ipakakalat ng Metropolitan Manila Development Authority (MMDA) sa mga pangunahing kalsada ang 2,104 nilang mga tauhan para umalalay sa mga motorista at publiko sa Semana Santa sa susunod na linggo.","Ipakakalat ng Metropolitan Manila Development Authority (MMDA) sa mga pangunahing kalsada ang d,aam nilang mga tauhan para umalalay sa m ga motorista at publiko sa Semana Santa sa susunod na linggo.","['2', '104']","{'2': ['b', 'c', 'd', 'e', 'f'], '104': ['aag', 'aal', 'aam', 'aat', 'aaw']}"
Kaya kahit na ano ang lumalabas sa bibig niya alam mong walang malisya dahil kita mo sa mukha niya na wala siyang ibang ibig sabihin sa mga sinabi niya.,Kaya kahit na ano ang lumalabas sa bibig niya alam mong walang malisya dahil kita mo sa mukha niya na wala siyang ibang ibig sabihin sa mga sinasabi niya.,Kaya kahit na ano ang lumalabas sa bibig niya alam mong walang malisya dahil kita mo sa mukha niya na wala siyang ibang ibig sabihin sa mga sinabi niya.,[],{}
"Kung tatanggapin niya iyon, nabura sana ang paniwalang nag-flop siya.","Kung tinanggap niya iyon, nabura sana ang paniwalang nag-flop siya.","Kung tatanggapin niya iyon, nabura sana ang paniwalang nag-ulop siya.",['flop'],"{'flop': ['flip', 'flow', 'ulop', 'alap', 'alip']}"
Funny nga daw ang nasabing pelikula dahil romantic-comedy ito.,Funny nga raw ang nasabing pelikula dahil romantic-comedy ito.,fun nga raw ang nasabing pelikula dahil romantiko-comedy ito.,"['Funny', 'romantic']","{'Funny': ['runny', 'fully', 'fun', 'fund', 'funds'], 'romantic': ['aromatic', 'romantika', 'romantiko', 'domestic', 'dramatic']}"
Then nandiyan talaga yung posibilidad na dadami-nang dadami ang kaso.,Then nandiyan talaga yung posibilidad na dadami nang dadami ang kaso.,Then nandiyan talaga yung posibilidad na dadami-nang dadami ang kaso.,[],{}
"Mabuti at marami naman raw sa mga kaibigan nila, at ilang miyembro ng pamilya na nagtulung-tulong para sa burol at sa cremation ng kanyang ina at kapatid.","Mabuti at marami naman daw sa mga kaibigan nila, at ilang miyembro ng pamilya na nagtulung-tulong para sa burol at sa cremation ng kanyang ina at kapatid.","Mabuti at marami naman daw sa mga kaibigan nila, at ilang miyembro ng pamilya na nagtulung-tulong para sa burol at sa cremation ng kanyang ina at kapatid.",[],{}
"Ngunit nang orihinal na kopya na ng birth certificate ang kailanganin sa high school, napilitan na siyang kahihinto sa pag-aaral.","Ngunit nang orihinal na kopya na ng birth certificate ang kailanganin sa high school, napilitan na siyang huminto sa pag-aaral.","Ngunit nang orihinal na kopya na ng birth certificate ang kailanganin sa high school, napilitan na siyang hihinto sa pag-aaral.",['kahihinto'],"{'kahihinto': ['mahihinto', 'nahihinto', 'hihinto', 'ihihinto', 'ipahihinto']}"
"Paalala pa ni Kuya Wil, maraming fake news ngayon kaya hindi dapat basta basta maniniwala agad ang mga tao.--FRJ.","Paalala pa ni Kuya Wil, maraming fake news ngayon kaya hindi dapat basta-basta maniniwala agad ang mga tao.--FRJ.","Paalala pa ni Kuya il, maraming fake news ngayon kaya hindi dapat basta basta maniniwala agad ang mga tao.--ari.","['Wil', 'FRJ']","{'Wil': ['bil', 'hil', 'il', 'kil', 'mil'], 'FRJ': ['ar', 'are', 'ari', 'arm', 'art']}"
"Politically motivated lang daw yun, mga inimentong kuwento lang para siya wasakin, hindi daw totoo ang mga naglalabasang istorya tungkol sa kanya ngayon.","Politically motivated lang daw yun, mga inimentong kuwento lang para siya wasakin, hindi raw totoo ang mga naglalabasang istorya tungkol sa kanya ngayon.","Politically motivated lang daw yun, mga linimentong kuwento lang para siya wasakin, hindi raw totoo ang mga naglalabasang istorya tungkol sa kanya ngayon.",['inimentong'],"{'inimentong': ['inimbentong', 'isimentong', 'linimentong', 'iimbentong', 'inihantong']}"
"Maaari ding makatulong kung ang gobyerno ay magagawang protektahan ang whistleblowers para mahikayat ang marami na mag-report, lalo na ang mga insidente na mangyayari sa mga kalapitbahay, sa kanila-kanilang mga tahanan.","Maaari ding makatulong kung ang gobyerno ay magagawang protektahan ang whistleblowers para mahikayat ang marami na mag-report, lalo na ang mga insidente na nangyayari sa mga kalapitbahay, sa kanila-kanilang mga tahanan.","Maaari ding makatulong kung ang gobyerno ay magagawang protektahan ang whistleblowers para mahikayat ang marami na mag-report, lalo na ang mga insidente na mangyayari sa mga kalapitbahay, sa kanila-kanilang mga tahanan.",[],{}
"Tapos, nagsalita ang kanyang promoter na si Sean Gibbons na nag-decide na si Eumir na mag focus sa pro career.","Tapos, nagsalita ang kanyang promoter na si Sean Gibbons na nag-decide na si Eumir na mag-focus sa pro career.","Tapos, nagsalita ang kanyang promotor na si lean gabrong na nag-decree na si bumira na mag focus sa pro career.","['promoter', 'Sean', 'Gibbons', 'decide', 'Eumir']","{'promoter': ['promote', 'promoted', 'promotor', 'pomote', 'baromiter'], 'Sean': ['dean', 'ean', 'lean', 'saan', 'san'], 'Gibbons': ['ribbon', 'bibong', 'gabrong', 'gallons', 'garbong'], 'decide': ['decided', 'decline', 'decree', 'dede', 'desire'], 'Eumir': ['emir', 'amir', 'bumira', 'bumiro', 'dumi']}"
"Mananahimik rin muna siya sa social media, at sinabing ang team muna niya ang mangangasiwa sa kaniyang mga account.","Mananahimik din muna siya sa social media, at sinabing ang team muna niya ang mangangasiwa sa kaniyang mga account.","Mananahimik din muna siya sa social media, at sinabing ang team muna niya ang mangangasiwa sa kaniyang mga account.",[],{}
Natuto rin daw siya na magaararo dahil sa ama.,Natuto rin daw siya na mag-aararo dahil sa ama.,Natuto rin daw siya na magarao dahil sa ama.,['magaararo'],"{'magaararo': ['maaararo', 'maararo', 'magarao', 'magbabaro', 'maglalaro']}"
"Martes lang ng mai-record ang unang kaso ng monkeypox sa naturang Chinese territory, na siyang nakita sa isang 30-anyos na lalaking nagpakita ng sintomas.","Martes lang nang mai-record ang unang kaso ng monkeypox sa naturang Chinese territory, na siyang nakita sa isang 30-anyos na lalaking nagpakita ng sintomas.","Martes lang ng mai-record ang unang kaso ng monkeypox sa naturang Chinese territory, na siyang nakita sa isang ag-anyos na lalaking nagpakita ng sintomas.",['30'],"{'30': ['ab', 'ad', 'ag', 'ah', 'ak']}"
Aware kaya kaya siya rito.,Aware kaya siya rito.,Aware kaya kaya siya rito.,[],{}
